Cycle/PCAM,XAI Method,Sample ID,Continuity,Compactness,Correctness,Consistency,XQS
3,GradCAM,68,1.0,0.326,0.443,0.993,0.719
3,GradCAM,69,1.0,0.272,0.888,0.986,0.592
3,GradCAM,70,1.0,0.401,0.842,0.997,0.639
3,GradCAM,71,1.0,0.267,0.386,0.992,0.718
3,GradCAM,72,0.998,0.287,0.989,0.988,0.571
3,GradCAM,73,1.0,0.129,0.811,0.958,0.569
3,GradCAM,74,0.998,0.234,0.882,0.972,0.58
3,GradCAM,75,1.0,0.453,0.564,0.997,0.721
3,GradCAM,76,1.0,0.403,0.302,0.992,0.773
3,GradCAM,77,1.0,0.194,0.522,0.961,0.658
3,GradCAM,78,1.0,0.294,0.762,0.988,0.63
3,GradCAM,79,1.0,0.348,0.745,0.991,0.648
3,GradCAM,80,1.0,0.313,0.499,0.995,0.702
3,GradCAM,81,1.0,0.318,0.268,0.991,0.76
3,GradCAM,82,1.0,0.298,0.719,0.98,0.64
3,GradCAM,83,1.0,0.316,0.705,0.999,0.652
3,GradCAM,84,1.0,0.291,0.492,0.988,0.697
3,GradCAM,85,1.0,0.249,0.421,0.996,0.706
3,GradCAM,86,1.0,0.315,0.258,0.963,0.755
3,GradCAM,87,1.0,0.278,0.672,0.995,0.65
3,GradCAM,88,1.0,0.372,0.968,0.991,0.599
3,GradCAM,89,1.0,0.33,0.775,0.996,0.638
3,GradCAM,90,1.0,0.446,0.724,0.998,0.68
3,GradCAM,91,0.999,0.23,0.417,0.995,0.702
3,GradCAM,92,1.0,0.217,0.818,0.983,0.595
3,GradCAM,93,1.0,0.318,0.505,0.982,0.699
3,GradCAM,94,1.0,0.239,0.856,0.974,0.589
3,GradCAM,95,0.989,0.264,0.992,0.818,0.52
3,GradCAM,96,1.0,0.471,0.16,0.995,0.826
3,GradCAM,97,1.0,0.261,0.784,0.989,0.617
3,GradCAM,98,0.998,0.312,0.939,0.996,0.592
3,GradCAM,99,0.998,0.292,0.988,0.976,0.57
3,SHAP,0,0.005,0.426,0.916,0.255,0.193
3,SHAP,1,0.015,0.386,0.903,0.464,0.241
3,SHAP,2,0.335,0.482,0.108,0.189,0.474
3,SHAP,3,0.74,0.395,0.108,0.308,0.584
3,SHAP,4,0.194,0.442,0.876,0.308,0.267
3,SHAP,5,0.205,0.499,0.921,0.323,0.276
3,SHAP,6,0.207,0.447,0.227,0.244,0.418
3,SHAP,7,0.05,0.459,0.922,0.16,0.187
3,SHAP,8,0.15,0.488,0.063,0.44,0.504
3,SHAP,9,0.159,0.457,0.894,0.266,0.247
3,SHAP,10,0.228,0.414,0.148,0.348,0.461
3,SHAP,11,0.475,0.464,0.16,0.256,0.509
3,SHAP,12,0.186,0.411,0.105,0.263,0.439
3,SHAP,13,0.176,0.436,0.844,0.179,0.237
3,SHAP,14,0.301,0.444,0.208,0.158,0.424
3,SHAP,15,0.411,0.418,0.933,0.151,0.262
3,SHAP,16,0.175,0.43,0.885,0.187,0.227
3,SHAP,17,0.26,0.471,0.939,0.345,0.284
3,SHAP,18,0.48,0.498,0.955,0.259,0.321
3,SHAP,19,0.209,0.43,0.128,0.222,0.433
3,SHAP,20,0.411,0.445,0.847,0.234,0.311
3,SHAP,21,0.287,0.388,0.957,0.21,0.232
3,SHAP,22,0.301,0.404,0.936,0.071,0.21
3,SHAP,23,0.205,0.426,0.166,0.217,0.42
3,SHAP,24,0.204,0.434,0.141,0.191,0.422
3,SHAP,25,0.344,0.456,0.157,0.269,0.478
3,SHAP,26,0.171,0.413,0.919,0.04,0.176
3,SHAP,27,0.42,0.456,0.132,0.467,0.553
3,SHAP,28,0.197,0.415,0.849,0.194,0.239
3,SHAP,29,0.395,0.49,0.672,0.076,0.322
3,SHAP,30,0.143,0.502,0.23,0.241,0.414
3,SHAP,31,0.196,0.451,0.117,0.249,0.445
3,SHAP,32,0.282,0.42,0.274,0.443,0.468
3,SHAP,33,0.414,0.493,0.163,0.352,0.524
3,SHAP,34,0.322,0.451,0.162,0.243,0.464
3,SHAP,35,0.495,0.436,0.143,0.263,0.513
3,SHAP,36,0.344,0.437,0.133,0.084,0.433
3,SHAP,37,0.406,0.461,0.1,0.413,0.545
3,SHAP,38,0.22,0.454,0.274,0.177,0.394
3,SHAP,39,0.095,0.446,0.95,0.246,0.209
3,SHAP,40,0.204,0.412,0.863,0.224,0.244
3,SHAP,41,0.051,0.462,0.912,0.235,0.209
3,SHAP,42,0.159,0.554,0.094,0.253,0.468
3,SHAP,43,0.487,0.522,0.975,0.359,0.348
3,SHAP,44,0.295,0.481,0.926,0.286,0.284
3,SHAP,45,0.172,0.416,0.926,0.084,0.187
3,SHAP,46,0.222,0.441,0.954,0.298,0.252
3,SHAP,47,0.149,0.425,0.19,0.356,0.435
3,SHAP,48,0.356,0.488,0.952,0.24,0.283
3,SHAP,49,0.307,0.451,0.137,0.102,0.431
3,SHAP,50,0.22,0.413,0.078,0.139,0.423
3,SHAP,51,0.214,0.418,0.895,0.323,0.265
3,SHAP,52,0.359,0.551,0.093,0.266,0.521
3,SHAP,53,0.059,0.419,0.915,0.138,0.175
3,SHAP,54,0.083,0.384,0.911,0.077,0.158
3,SHAP,55,0.143,0.433,0.822,0.262,0.254
3,SHAP,56,0.243,0.471,0.972,0.156,0.225
3,SHAP,57,0.06,0.446,0.273,0.157,0.347
3,SHAP,58,0.284,0.43,0.874,0.121,0.24
3,SHAP,59,0.163,0.429,0.174,0.211,0.407
3,SHAP,60,0.428,0.41,0.181,0.064,0.43
3,SHAP,61,0.179,0.48,0.913,0.195,0.235
3,SHAP,62,0.171,0.452,0.943,0.138,0.204
3,SHAP,63,0.09,0.464,0.151,0.126,0.382
3,SHAP,64,0.81,0.515,0.052,0.52,0.698
3,SHAP,65,0.388,0.435,0.311,0.345,0.464
3,SHAP,66,0.475,0.438,0.046,0.27,0.534
3,SHAP,67,0.113,0.452,0.816,0.374,0.281
3,SHAP,68,0.288,0.453,0.188,0.182,0.434
3,SHAP,69,0.126,0.394,0.884,0.277,0.228
3,SHAP,70,0.353,0.473,0.903,0.272,0.299
3,SHAP,71,0.13,0.384,0.788,0.196,0.23
3,SHAP,72,0.101,0.445,0.923,0.156,0.194
3,SHAP,73,0.141,0.406,0.867,0.183,0.216
3,SHAP,74,0.22,0.443,0.856,0.347,0.289
3,SHAP,75,0.09,0.462,0.186,0.08,0.362
3,SHAP,76,0.153,0.467,0.066,0.14,0.424
3,SHAP,77,0.373,0.455,0.127,0.221,0.48
3,SHAP,78,0.122,0.433,0.215,0.305,0.411
3,SHAP,79,0.158,0.447,0.86,0.14,0.221
3,SHAP,80,0.219,0.45,0.11,0.1,0.415
3,SHAP,81,0.254,0.402,0.138,0.267,0.446
3,SHAP,82,0.164,0.426,0.92,0.308,0.244
3,SHAP,83,0.504,0.405,0.152,0.134,0.473
3,SHAP,84,0.227,0.442,0.222,0.251,0.424
3,SHAP,85,0.35,0.417,0.214,0.211,0.441
3,SHAP,86,0.167,0.422,0.121,0.212,0.42
3,SHAP,87,0.246,0.4,0.22,0.247,0.418
3,SHAP,88,0.105,0.393,0.924,0.131,0.176
3,SHAP,89,0.232,0.465,0.249,0.101,0.387
3,SHAP,90,0.399,0.477,0.929,0.3,0.312
3,SHAP,91,0.343,0.439,0.176,0.224,0.457
3,SHAP,92,0.274,0.403,0.282,0.091,0.371
3,SHAP,93,0.226,0.414,0.938,0.232,0.233
3,SHAP,94,0.236,0.481,0.885,0.252,0.271
3,SHAP,95,0.143,0.404,0.908,0.063,0.176
3,SHAP,96,0.285,0.456,0.162,0.406,0.496
3,SHAP,97,0.213,0.401,0.867,0.367,0.279
3,SHAP,98,0.245,0.458,0.886,0.185,0.25
3,SHAP,99,0.099,0.423,0.939,0.224,0.202
4,GradCAM,0,1.0,0.284,0.947,0.987,0.581
4,GradCAM,1,1.0,0.309,0.396,0.968,0.72
4,GradCAM,2,1.0,0.458,0.37,1.0,0.772
4,GradCAM,3,1.0,0.441,0.276,0.983,0.787
4,GradCAM,4,0.999,0.256,0.974,0.974,0.564
4,GradCAM,5,1.0,0.412,0.903,0.978,0.622
4,GradCAM,6,1.0,0.302,0.503,0.988,0.697
4,GradCAM,7,1.0,0.225,0.654,0.968,0.635
4,GradCAM,8,1.0,0.493,0.196,0.999,0.824
4,GradCAM,9,0.999,0.267,0.485,0.899,0.67
4,GradCAM,10,1.0,0.398,0.78,0.989,0.652
4,GradCAM,11,1.0,0.495,0.275,0.999,0.805
4,GradCAM,12,1.0,0.423,0.059,0.994,0.839
4,GradCAM,13,1.0,0.365,0.246,0.991,0.778
4,GradCAM,14,1.0,0.312,0.465,0.996,0.711
4,GradCAM,15,1.0,0.379,0.691,0.981,0.667
4,GradCAM,16,0.999,0.227,0.421,0.909,0.679
4,GradCAM,17,0.999,0.303,0.778,0.974,0.625
4,GradCAM,18,1.0,0.367,0.722,0.993,0.66
4,GradCAM,19,1.0,0.302,0.702,0.992,0.648
4,GradCAM,20,1.0,0.254,0.71,0.974,0.63
4,GradCAM,21,1.0,0.506,0.989,0.998,0.629
4,GradCAM,22,1.0,0.414,0.982,0.996,0.607
4,GradCAM,23,1.0,0.295,0.609,0.985,0.668
4,GradCAM,24,1.0,0.223,0.745,0.985,0.616
4,GradCAM,25,1.0,0.313,0.217,0.994,0.772
4,GradCAM,26,1.0,0.398,0.992,0.996,0.6
4,GradCAM,27,1.0,0.308,0.624,0.946,0.658
4,GradCAM,28,1.0,0.193,0.701,0.956,0.612
4,GradCAM,29,0.999,0.269,0.234,0.913,0.737
4,GradCAM,30,1.0,0.242,0.672,0.971,0.635
4,GradCAM,31,1.0,0.377,0.39,0.994,0.745
4,GradCAM,32,1.0,0.482,0.371,0.995,0.777
4,GradCAM,33,1.0,0.324,0.447,0.993,0.718
4,GradCAM,34,1.0,0.287,0.575,0.988,0.675
4,GradCAM,35,1.0,0.29,0.402,0.993,0.72
4,GradCAM,36,1.0,0.275,0.472,0.994,0.699
4,GradCAM,37,1.0,0.49,0.242,0.998,0.812
4,GradCAM,38,1.0,0.215,0.67,0.991,0.634
4,GradCAM,39,0.999,0.356,0.993,0.966,0.582
4,GradCAM,40,1.0,0.293,0.743,0.991,0.635
4,GradCAM,41,1.0,0.299,0.553,0.982,0.682
4,GradCAM,42,1.0,0.292,0.534,0.974,0.683
4,GradCAM,43,1.0,0.237,0.934,0.98,0.571
4,GradCAM,44,1.0,0.363,0.809,0.94,0.623
4,GradCAM,45,0.999,0.222,0.972,0.964,0.553
4,GradCAM,46,1.0,0.486,0.875,0.993,0.651
4,GradCAM,47,1.0,0.428,0.559,0.994,0.716
4,GradCAM,48,1.0,0.3,0.588,0.965,0.669
4,GradCAM,49,0.999,0.321,0.393,0.969,0.724
4,GradCAM,50,1.0,0.432,0.131,0.997,0.825
4,GradCAM,51,1.0,0.234,0.938,0.974,0.567
4,GradCAM,52,1.0,0.548,0.084,0.995,0.865
4,GradCAM,53,1.0,0.281,0.654,0.961,0.647
4,GradCAM,54,1.0,0.398,0.938,0.993,0.613
4,GradCAM,55,1.0,0.246,0.576,0.955,0.656
4,GradCAM,56,1.0,0.287,0.739,0.932,0.62
4,GradCAM,57,1.0,0.222,0.897,0.988,0.578
4,GradCAM,58,0.999,0.309,0.849,0.864,0.581
4,GradCAM,59,1.0,0.25,0.823,0.985,0.603
4,GradCAM,60,1.0,0.411,0.514,0.995,0.723
4,GradCAM,61,1.0,0.341,0.787,0.984,0.635
4,GradCAM,62,0.997,0.251,0.976,0.932,0.551
4,GradCAM,63,1.0,0.301,0.905,0.972,0.592
4,GradCAM,64,1.0,0.638,0.131,0.998,0.876
4,GradCAM,65,1.0,0.36,0.81,0.997,0.637
4,GradCAM,66,1.0,0.461,0.151,0.997,0.827
4,GradCAM,67,1.0,0.34,0.544,0.988,0.696
4,GradCAM,68,1.0,0.361,0.428,0.993,0.731
4,GradCAM,69,1.0,0.253,0.913,0.988,0.582
4,GradCAM,70,1.0,0.427,0.857,0.995,0.641
4,GradCAM,71,1.0,0.305,0.38,0.982,0.727
4,GradCAM,72,0.998,0.283,0.992,0.983,0.568
4,GradCAM,73,1.0,0.148,0.733,0.964,0.595
4,GradCAM,74,0.999,0.227,0.912,0.944,0.565
4,GradCAM,75,1.0,0.459,0.578,0.998,0.72
4,GradCAM,76,1.0,0.425,0.379,0.991,0.759
4,GradCAM,77,1.0,0.216,0.585,0.958,0.647
4,GradCAM,78,0.999,0.285,0.799,0.973,0.615
4,GradCAM,79,1.0,0.376,0.785,0.985,0.644
4,GradCAM,80,1.0,0.339,0.509,0.995,0.706
4,GradCAM,81,1.0,0.302,0.285,0.986,0.751
4,GradCAM,82,1.0,0.297,0.786,0.985,0.624
4,GradCAM,83,1.0,0.307,0.75,0.998,0.638
4,GradCAM,84,1.0,0.3,0.589,0.989,0.675
4,GradCAM,85,1.0,0.248,0.432,0.995,0.703
4,GradCAM,86,1.0,0.333,0.333,0.971,0.743
4,GradCAM,87,1.0,0.263,0.7,0.994,0.639
4,GradCAM,88,1.0,0.406,0.97,0.991,0.607
4,GradCAM,89,1.0,0.345,0.843,0.991,0.623
4,GradCAM,90,1.0,0.424,0.755,0.997,0.666
4,GradCAM,91,1.0,0.243,0.391,0.988,0.71
4,GradCAM,92,1.0,0.237,0.857,0.986,0.591
4,GradCAM,93,1.0,0.294,0.542,0.953,0.676
4,GradCAM,94,0.999,0.234,0.877,0.974,0.583
4,GradCAM,95,0.971,0.219,0.993,0.842,0.51
4,GradCAM,96,1.0,0.489,0.12,0.996,0.841
4,GradCAM,97,1.0,0.264,0.793,0.988,0.615
4,GradCAM,98,0.999,0.309,0.941,0.994,0.59
4,GradCAM,99,0.999,0.278,0.99,0.975,0.565
4,SHAP,0,0.446,0.421,0.939,0.213,0.285
4,SHAP,1,0.13,0.545,0.895,0.378,0.29
4,SHAP,2,0.122,0.464,0.092,0.209,0.426
4,SHAP,3,0.387,0.459,0.095,0.338,0.522
4,SHAP,4,0.099,0.4,0.92,0.254,0.208
4,SHAP,5,0.201,0.459,0.953,0.312,0.255
4,SHAP,6,0.075,0.431,0.219,0.231,0.379
4,SHAP,7,0.359,0.451,0.949,0.179,0.26
4,SHAP,8,0.347,0.487,0.035,0.409,0.552
4,SHAP,9,0.271,0.438,0.928,0.288,0.267
4,SHAP,10,0.267,0.396,0.123,0.317,0.464
4,SHAP,11,0.576,0.502,0.074,0.259,0.566
4,SHAP,12,0.353,0.406,0.062,0.241,0.485
4,SHAP,13,0.198,0.414,0.854,0.167,0.231
4,SHAP,14,0.449,0.438,0.081,0.189,0.499
4,SHAP,15,0.324,0.445,0.952,0.164,0.245
4,SHAP,16,0.345,0.442,0.908,0.171,0.263
4,SHAP,17,0.292,0.443,0.948,0.302,0.272
4,SHAP,18,0.503,0.48,0.986,0.243,0.31
4,SHAP,19,0.262,0.456,0.161,0.205,0.44
4,SHAP,20,0.291,0.451,0.927,0.222,0.259
4,SHAP,21,0.228,0.411,0.975,0.184,0.212
4,SHAP,22,0.288,0.424,0.966,0.075,0.205
4,SHAP,23,0.351,0.4,0.179,0.222,0.449
4,SHAP,24,0.19,0.413,0.128,0.201,0.419
4,SHAP,25,0.231,0.455,0.142,0.277,0.455
4,SHAP,26,0.103,0.399,0.956,0.081,0.157
4,SHAP,27,0.316,0.444,0.091,0.424,0.523
4,SHAP,28,0.058,0.419,0.862,0.205,0.205
4,SHAP,29,0.146,0.433,0.824,0.1,0.214
4,SHAP,30,0.152,0.413,0.2,0.176,0.386
4,SHAP,31,0.313,0.508,0.133,0.297,0.496
4,SHAP,32,0.59,0.475,0.176,0.462,0.588
4,SHAP,33,0.135,0.397,0.122,0.382,0.448
4,SHAP,34,0.288,0.463,0.166,0.268,0.464
4,SHAP,35,0.229,0.447,0.084,0.297,0.472
4,SHAP,36,0.106,0.471,0.092,0.145,0.407
4,SHAP,37,0.437,0.446,0.096,0.401,0.547
4,SHAP,38,0.285,0.433,0.235,0.279,0.44
4,SHAP,39,0.048,0.375,0.966,0.192,0.162
4,SHAP,40,0.287,0.403,0.806,0.221,0.276
4,SHAP,41,0.126,0.422,0.93,0.212,0.207
4,SHAP,42,0.041,0.419,0.059,0.283,0.421
4,SHAP,43,0.321,0.581,0.982,0.395,0.329
4,SHAP,44,0.304,0.484,0.934,0.256,0.278
4,SHAP,45,0.258,0.426,0.945,0.108,0.212
4,SHAP,46,0.511,0.428,0.965,0.265,0.31
4,SHAP,47,0.443,0.448,0.125,0.313,0.52
4,SHAP,48,0.219,0.542,0.976,0.237,0.256
4,SHAP,49,0.245,0.441,0.117,0.162,0.433
4,SHAP,50,0.131,0.472,0.101,0.167,0.417
4,SHAP,51,0.188,0.447,0.898,0.272,0.252
4,SHAP,52,0.447,0.471,0.024,0.256,0.538
4,SHAP,53,0.169,0.426,0.959,0.166,0.2
4,SHAP,54,0.331,0.383,0.923,0.064,0.214
4,SHAP,55,0.116,0.39,0.826,0.241,0.23
4,SHAP,56,0.072,0.462,0.981,0.177,0.182
4,SHAP,57,0.419,0.395,0.207,0.16,0.442
4,SHAP,58,0.196,0.434,0.948,0.12,0.201
4,SHAP,59,0.177,0.392,0.207,0.182,0.386
4,SHAP,60,0.21,0.432,0.148,0.194,0.422
4,SHAP,61,0.091,0.44,0.954,0.249,0.207
4,SHAP,62,0.047,0.441,0.957,0.131,0.165
4,SHAP,63,0.104,0.451,0.192,0.117,0.37
4,SHAP,64,0.33,0.43,0.04,0.455,0.544
4,SHAP,65,0.271,0.433,0.318,0.35,0.434
4,SHAP,66,0.065,0.448,0.045,0.294,0.44
4,SHAP,67,0.315,0.402,0.884,0.304,0.284
4,SHAP,68,0.307,0.398,0.144,0.17,0.433
4,SHAP,69,0.433,0.42,0.88,0.307,0.32
4,SHAP,70,0.026,0.504,0.948,0.287,0.217
4,SHAP,71,0.01,0.402,0.833,0.282,0.215
4,SHAP,72,0.095,0.411,0.944,0.151,0.178
4,SHAP,73,0.437,0.463,0.841,0.198,0.314
4,SHAP,74,0.211,0.416,0.897,0.319,0.262
4,SHAP,75,0.216,0.444,0.12,0.147,0.422
4,SHAP,76,0.213,0.531,0.078,0.213,0.47
4,SHAP,77,0.289,0.407,0.091,0.221,0.456
4,SHAP,78,0.135,0.412,0.162,0.228,0.403
4,SHAP,79,0.355,0.424,0.894,0.176,0.265
4,SHAP,80,0.088,0.451,0.192,0.069,0.354
4,SHAP,81,0.021,0.445,0.117,0.299,0.412
4,SHAP,82,0.156,0.488,0.884,0.385,0.286
4,SHAP,83,0.29,0.418,0.193,0.208,0.431
4,SHAP,84,0.236,0.425,0.187,0.217,0.423
4,SHAP,85,0.41,0.421,0.182,0.218,0.467
4,SHAP,86,0.168,0.424,0.124,0.263,0.433
4,SHAP,87,0.396,0.427,0.188,0.244,0.47
4,SHAP,88,0.149,0.395,0.93,0.111,0.181
4,SHAP,89,0.599,0.438,0.226,0.235,0.512
4,SHAP,90,0.071,0.424,0.952,0.27,0.203
4,SHAP,91,0.466,0.463,0.14,0.233,0.506
4,SHAP,92,0.11,0.398,0.171,0.123,0.365
4,SHAP,93,0.166,0.443,0.956,0.216,0.218
4,SHAP,94,0.221,0.441,0.933,0.333,0.265
4,SHAP,95,0.114,0.427,0.959,0.086,0.167
4,SHAP,96,0.252,0.512,0.119,0.379,0.506
4,SHAP,97,0.102,0.421,0.922,0.259,0.215
4,SHAP,98,0.289,0.451,0.887,0.265,0.28
4,SHAP,99,0.188,0.407,0.961,0.154,0.197
5,GradCAM,0,1.0,0.299,0.954,0.989,0.584
5,GradCAM,1,1.0,0.318,0.395,0.972,0.724
5,GradCAM,2,1.0,0.467,0.416,1.0,0.763
5,GradCAM,3,1.0,0.465,0.304,0.986,0.787
5,GradCAM,4,0.999,0.25,0.968,0.977,0.564
5,GradCAM,5,1.0,0.434,0.85,0.981,0.641
5,GradCAM,6,1.0,0.32,0.503,0.987,0.701
5,GradCAM,7,1.0,0.258,0.594,0.969,0.658
5,GradCAM,8,1.0,0.503,0.206,0.999,0.824
5,GradCAM,9,0.999,0.29,0.473,0.912,0.682
5,GradCAM,10,1.0,0.399,0.762,0.989,0.656
5,GradCAM,11,1.0,0.509,0.388,0.999,0.78
5,GradCAM,12,1.0,0.444,0.093,0.993,0.836
5,GradCAM,13,1.0,0.382,0.227,0.992,0.787
5,GradCAM,14,1.0,0.325,0.54,0.995,0.695
5,GradCAM,15,1.0,0.365,0.709,0.984,0.66
5,GradCAM,16,0.999,0.214,0.374,0.925,0.691
5,GradCAM,17,0.999,0.283,0.734,0.973,0.63
5,GradCAM,18,1.0,0.336,0.707,0.993,0.655
5,GradCAM,19,1.0,0.33,0.702,0.991,0.655
5,GradCAM,20,0.999,0.258,0.73,0.979,0.627
5,GradCAM,21,1.0,0.523,0.982,0.998,0.635
5,GradCAM,22,1.0,0.428,0.974,0.996,0.613
5,GradCAM,23,1.0,0.291,0.619,0.984,0.664
5,GradCAM,24,0.999,0.228,0.761,0.984,0.612
5,GradCAM,25,1.0,0.339,0.222,0.993,0.777
5,GradCAM,26,1.0,0.433,0.984,0.996,0.611
5,GradCAM,27,1.0,0.325,0.628,0.956,0.663
5,GradCAM,28,1.0,0.211,0.714,0.962,0.615
5,GradCAM,29,1.0,0.234,0.22,0.927,0.735
5,GradCAM,30,0.999,0.254,0.734,0.968,0.622
5,GradCAM,31,1.0,0.395,0.382,0.995,0.752
5,GradCAM,32,1.0,0.489,0.403,0.996,0.77
5,GradCAM,33,1.0,0.317,0.478,0.994,0.708
5,GradCAM,34,1.0,0.291,0.587,0.99,0.674
5,GradCAM,35,1.0,0.317,0.438,0.993,0.718
5,GradCAM,36,1.0,0.298,0.512,0.994,0.695
5,GradCAM,37,1.0,0.517,0.288,0.998,0.807
5,GradCAM,38,1.0,0.234,0.689,0.991,0.634
5,GradCAM,39,0.998,0.361,0.985,0.973,0.587
5,GradCAM,40,1.0,0.315,0.672,0.991,0.658
5,GradCAM,41,1.0,0.312,0.492,0.984,0.701
5,GradCAM,42,1.0,0.276,0.547,0.978,0.677
5,GradCAM,43,1.0,0.235,0.892,0.98,0.581
5,GradCAM,44,1.0,0.367,0.825,0.954,0.624
5,GradCAM,45,1.0,0.217,0.957,0.972,0.558
5,GradCAM,46,1.0,0.486,0.87,0.994,0.652
5,GradCAM,47,1.0,0.484,0.603,0.994,0.719
5,GradCAM,48,1.0,0.293,0.61,0.971,0.664
5,GradCAM,49,1.0,0.35,0.379,0.97,0.735
5,GradCAM,50,1.0,0.436,0.141,0.997,0.823
5,GradCAM,51,1.0,0.257,0.913,0.977,0.58
5,GradCAM,52,1.0,0.603,0.16,0.996,0.86
5,GradCAM,53,1.0,0.268,0.551,0.965,0.671
5,GradCAM,54,1.0,0.426,0.908,0.993,0.628
5,GradCAM,55,1.0,0.269,0.625,0.959,0.651
5,GradCAM,56,0.999,0.276,0.729,0.943,0.622
5,GradCAM,57,1.0,0.226,0.895,0.99,0.58
5,GradCAM,58,0.999,0.32,0.841,0.887,0.591
5,GradCAM,59,1.0,0.248,0.833,0.987,0.6
5,GradCAM,60,1.0,0.412,0.56,0.994,0.712
5,GradCAM,61,1.0,0.308,0.745,0.984,0.637
5,GradCAM,62,1.0,0.219,0.97,0.934,0.545
5,GradCAM,63,0.999,0.306,0.898,0.976,0.596
5,GradCAM,64,1.0,0.646,0.12,0.999,0.881
5,GradCAM,65,1.0,0.362,0.858,0.998,0.625
5,GradCAM,66,1.0,0.462,0.15,0.998,0.827
5,GradCAM,67,1.0,0.385,0.586,0.987,0.697
5,GradCAM,68,1.0,0.394,0.508,0.994,0.72
5,GradCAM,69,1.0,0.276,0.938,0.989,0.582
5,GradCAM,70,1.0,0.434,0.811,0.996,0.655
5,GradCAM,71,1.0,0.279,0.329,0.984,0.733
5,GradCAM,72,0.996,0.294,0.988,0.984,0.572
5,GradCAM,73,1.0,0.155,0.7,0.971,0.606
5,GradCAM,74,0.995,0.243,0.903,0.954,0.572
5,GradCAM,75,1.0,0.468,0.504,0.998,0.74
5,GradCAM,76,1.0,0.462,0.389,0.991,0.766
5,GradCAM,77,1.0,0.233,0.538,0.967,0.666
5,GradCAM,78,0.999,0.317,0.773,0.974,0.629
5,GradCAM,79,1.0,0.392,0.784,0.988,0.649
5,GradCAM,80,1.0,0.359,0.538,0.994,0.704
5,GradCAM,81,1.0,0.346,0.233,0.986,0.775
5,GradCAM,82,1.0,0.317,0.773,0.986,0.633
5,GradCAM,83,1.0,0.321,0.756,0.997,0.641
5,GradCAM,84,1.0,0.311,0.617,0.991,0.671
5,GradCAM,85,1.0,0.249,0.484,0.996,0.69
5,GradCAM,86,0.999,0.327,0.263,0.973,0.759
5,GradCAM,87,1.0,0.279,0.709,0.994,0.641
5,GradCAM,88,1.0,0.439,0.955,0.991,0.619
5,GradCAM,89,1.0,0.345,0.867,0.992,0.617
5,GradCAM,90,1.0,0.431,0.775,0.997,0.663
5,GradCAM,91,1.0,0.227,0.387,0.987,0.707
5,GradCAM,92,1.0,0.228,0.835,0.98,0.593
5,GradCAM,93,0.999,0.321,0.488,0.953,0.696
5,GradCAM,94,0.999,0.25,0.874,0.977,0.588
5,GradCAM,95,0.99,0.215,0.984,0.874,0.524
5,GradCAM,96,1.0,0.484,0.169,0.997,0.828
5,GradCAM,97,1.0,0.276,0.827,0.991,0.61
5,GradCAM,98,0.999,0.322,0.926,0.993,0.597
5,GradCAM,99,0.999,0.313,0.975,0.978,0.579
5,SHAP,0,0.228,0.479,0.916,0.201,0.248
5,SHAP,1,0.004,0.472,0.901,0.357,0.233
5,SHAP,2,0.305,0.531,0.105,0.247,0.494
5,SHAP,3,0.598,0.424,0.122,0.418,0.579
5,SHAP,4,0.239,0.401,0.924,0.238,0.239
5,SHAP,5,0.315,0.443,0.925,0.242,0.269
5,SHAP,6,0.166,0.437,0.197,0.252,0.415
5,SHAP,7,0.334,0.447,0.914,0.148,0.254
5,SHAP,8,0.276,0.466,0.036,0.377,0.521
5,SHAP,9,0.381,0.57,0.878,0.266,0.335
5,SHAP,10,0.418,0.402,0.185,0.268,0.476
5,SHAP,11,0.588,0.511,0.102,0.266,0.566
5,SHAP,12,0.387,0.419,0.049,0.253,0.502
5,SHAP,13,0.374,0.435,0.825,0.179,0.29
5,SHAP,14,0.214,0.41,0.102,0.195,0.429
5,SHAP,15,0.064,0.486,0.937,0.17,0.196
5,SHAP,16,0.015,0.489,0.929,0.14,0.179
5,SHAP,17,0.206,0.442,0.953,0.282,0.244
5,SHAP,18,0.188,0.477,0.971,0.303,0.249
5,SHAP,19,0.183,0.459,0.156,0.234,0.43
5,SHAP,20,0.467,0.496,0.917,0.239,0.321
5,SHAP,21,0.165,0.406,0.97,0.229,0.207
5,SHAP,22,0.203,0.39,0.962,0.095,0.182
5,SHAP,23,0.145,0.428,0.187,0.189,0.394
5,SHAP,24,0.247,0.438,0.118,0.188,0.439
5,SHAP,25,0.232,0.42,0.172,0.276,0.439
5,SHAP,26,0.176,0.51,0.946,0.13,0.217
5,SHAP,27,0.235,0.45,0.157,0.415,0.486
5,SHAP,28,0.147,0.402,0.876,0.185,0.215
5,SHAP,29,0.107,0.424,0.789,0.158,0.225
5,SHAP,30,0.199,0.459,0.175,0.137,0.405
5,SHAP,31,0.398,0.568,0.09,0.332,0.552
5,SHAP,32,0.289,0.508,0.24,0.422,0.495
5,SHAP,33,0.28,0.465,0.137,0.31,0.479
5,SHAP,34,0.126,0.454,0.19,0.253,0.411
5,SHAP,35,0.254,0.465,0.136,0.27,0.463
5,SHAP,36,0.358,0.429,0.162,0.187,0.453
5,SHAP,37,0.339,0.459,0.107,0.393,0.521
5,SHAP,38,0.351,0.433,0.227,0.284,0.46
5,SHAP,39,0.151,0.43,0.935,0.162,0.202
5,SHAP,40,0.25,0.447,0.79,0.208,0.278
