Cycle/PCAM,XAI Method,Sample ID,Continuity,Compactness,Correctness,Consistency,XQS
8,GradCAM,14,1.0,0.302,0.63,0.994,0.666
8,GradCAM,15,1.0,0.347,0.743,0.985,0.647
8,GradCAM,16,0.999,0.339,0.328,0.924,0.733
8,GradCAM,17,0.999,0.301,0.639,0.938,0.65
8,GradCAM,18,1.0,0.276,0.479,0.977,0.693
8,GradCAM,19,1.0,0.308,0.769,0.984,0.631
8,GradCAM,20,1.0,0.261,0.672,0.971,0.64
8,GradCAM,21,1.0,0.469,0.991,0.998,0.619
8,GradCAM,22,1.0,0.43,0.975,0.996,0.613
8,GradCAM,23,1.0,0.328,0.556,0.982,0.689
8,GradCAM,24,1.0,0.261,0.741,0.967,0.622
8,GradCAM,25,1.0,0.387,0.238,0.995,0.786
8,GradCAM,26,0.999,0.374,0.988,0.995,0.595
8,GradCAM,27,1.0,0.334,0.649,0.971,0.664
8,GradCAM,28,0.999,0.219,0.723,0.971,0.617
8,GradCAM,29,0.999,0.261,0.125,0.937,0.768
8,GradCAM,30,1.0,0.3,0.61,0.971,0.665
8,GradCAM,31,1.0,0.432,0.342,0.994,0.771
8,GradCAM,32,1.0,0.473,0.378,0.997,0.773
8,GradCAM,33,1.0,0.339,0.508,0.992,0.706
8,GradCAM,34,1.0,0.282,0.585,0.987,0.671
8,GradCAM,35,1.0,0.343,0.464,0.994,0.718
8,GradCAM,36,0.999,0.269,0.628,0.985,0.656
8,GradCAM,37,1.0,0.556,0.265,0.998,0.822
8,GradCAM,38,1.0,0.281,0.681,0.99,0.648
8,GradCAM,39,0.996,0.351,0.993,0.977,0.583
8,GradCAM,40,1.0,0.356,0.659,0.99,0.672
8,GradCAM,41,1.0,0.267,0.464,0.986,0.697
8,GradCAM,42,1.0,0.273,0.504,0.977,0.686
8,GradCAM,43,0.998,0.227,0.747,0.946,0.606
8,GradCAM,44,1.0,0.439,0.853,0.971,0.639
8,GradCAM,45,1.0,0.215,0.971,0.973,0.554
8,GradCAM,46,1.0,0.47,0.835,0.995,0.658
8,GradCAM,47,1.0,0.497,0.733,0.996,0.69
8,GradCAM,48,1.0,0.338,0.399,0.972,0.727
8,GradCAM,49,0.999,0.323,0.562,0.945,0.676
8,GradCAM,50,1.0,0.396,0.162,0.995,0.807
8,GradCAM,51,1.0,0.273,0.879,0.975,0.592
8,GradCAM,52,1.0,0.598,0.228,0.996,0.842
8,GradCAM,53,0.999,0.214,0.302,0.939,0.713
8,GradCAM,54,1.0,0.371,0.964,0.991,0.599
8,GradCAM,55,1.0,0.281,0.386,0.967,0.715
8,GradCAM,56,1.0,0.287,0.823,0.948,0.603
8,GradCAM,57,1.0,0.269,0.944,0.981,0.576
8,GradCAM,58,0.998,0.283,0.746,0.912,0.612
8,GradCAM,59,1.0,0.258,0.906,0.985,0.584
8,GradCAM,60,1.0,0.281,0.642,0.977,0.654
8,GradCAM,61,1.0,0.308,0.733,0.987,0.64
8,GradCAM,62,0.994,0.218,0.947,0.922,0.547
8,GradCAM,63,1.0,0.282,0.928,0.971,0.581
8,GradCAM,64,1.0,0.625,0.091,0.998,0.883
8,GradCAM,65,1.0,0.315,0.925,0.996,0.596
8,GradCAM,66,1.0,0.478,0.167,0.997,0.827
8,GradCAM,67,1.0,0.385,0.428,0.989,0.737
8,GradCAM,68,1.0,0.468,0.749,0.994,0.678
8,GradCAM,69,1.0,0.278,0.938,0.984,0.581
8,GradCAM,70,0.999,0.278,0.492,0.991,0.694
8,GradCAM,71,1.0,0.3,0.287,0.979,0.748
8,GradCAM,72,0.999,0.263,0.992,0.98,0.562
8,GradCAM,73,1.0,0.166,0.734,0.962,0.598
8,GradCAM,74,0.999,0.243,0.951,0.954,0.561
8,GradCAM,75,1.0,0.445,0.671,0.995,0.692
8,GradCAM,76,1.0,0.389,0.452,0.99,0.732
8,GradCAM,77,0.999,0.244,0.576,0.972,0.66
8,GradCAM,78,1.0,0.293,0.771,0.982,0.626
8,GradCAM,79,1.0,0.325,0.682,0.988,0.658
8,GradCAM,80,1.0,0.36,0.569,0.993,0.696
8,GradCAM,81,1.0,0.381,0.241,0.989,0.782
8,GradCAM,82,1.0,0.286,0.82,0.987,0.613
8,GradCAM,83,1.0,0.305,0.819,0.996,0.621
8,GradCAM,84,1.0,0.306,0.704,0.989,0.648
8,GradCAM,85,1.0,0.28,0.537,0.995,0.685
8,GradCAM,86,1.0,0.346,0.342,0.958,0.74
8,GradCAM,87,1.0,0.293,0.681,0.991,0.651
8,GradCAM,88,1.0,0.413,0.885,0.991,0.63
8,GradCAM,89,1.0,0.323,0.923,0.988,0.597
8,GradCAM,90,1.0,0.366,0.811,0.993,0.637
8,GradCAM,91,1.0,0.232,0.381,0.988,0.71
8,GradCAM,92,1.0,0.262,0.857,0.984,0.597
8,GradCAM,93,0.999,0.243,0.271,0.939,0.727
8,GradCAM,94,0.999,0.252,0.832,0.967,0.596
8,GradCAM,95,0.982,0.176,0.992,0.892,0.515
8,GradCAM,96,1.0,0.473,0.234,0.997,0.809
8,GradCAM,97,1.0,0.3,0.684,0.989,0.651
8,GradCAM,98,0.999,0.296,0.903,0.992,0.596
8,GradCAM,99,0.998,0.293,0.989,0.972,0.568
8,SHAP,0,0.194,0.419,0.94,0.204,0.219
8,SHAP,1,0.109,0.443,0.93,0.275,0.224
8,SHAP,2,0.137,0.449,0.14,0.361,0.452
8,SHAP,3,0.365,0.514,0.08,0.416,0.554
8,SHAP,4,0.179,0.439,0.908,0.203,0.228
8,SHAP,5,0.274,0.425,0.917,0.235,0.254
8,SHAP,6,0.271,0.464,0.108,0.203,0.457
8,SHAP,7,0.151,0.429,0.921,0.198,0.214
8,SHAP,8,0.409,0.471,0.059,0.383,0.551
8,SHAP,9,0.319,0.478,0.931,0.263,0.283
8,SHAP,10,0.396,0.398,0.082,0.249,0.49
8,SHAP,11,0.337,0.444,0.12,0.257,0.479
8,SHAP,12,0.002,0.483,0.027,0.254,0.428
8,SHAP,13,0.216,0.444,0.804,0.174,0.258
8,SHAP,14,0.578,0.485,0.095,0.23,0.549
8,SHAP,15,0.348,0.402,0.963,0.146,0.233
8,SHAP,16,0.231,0.451,0.891,0.22,0.253
8,SHAP,17,0.284,0.434,0.986,0.243,0.244
8,SHAP,18,0.213,0.499,0.982,0.272,0.251
8,SHAP,19,0.184,0.446,0.124,0.223,0.432
8,SHAP,20,0.281,0.417,0.951,0.255,0.251
8,SHAP,21,0.122,0.395,0.977,0.246,0.196
8,SHAP,22,0.11,0.397,0.983,0.114,0.16
8,SHAP,23,0.364,0.471,0.114,0.188,0.477
8,SHAP,24,0.274,0.432,0.121,0.229,0.454
8,SHAP,25,0.313,0.471,0.124,0.269,0.482
8,SHAP,26,0.228,0.422,0.929,0.138,0.215
8,SHAP,27,0.335,0.446,0.108,0.308,0.495
8,SHAP,28,0.056,0.431,0.907,0.145,0.181
8,SHAP,29,0.407,0.43,0.844,0.199,0.298
8,SHAP,30,0.175,0.448,0.205,0.187,0.401
8,SHAP,31,0.196,0.456,0.129,0.35,0.468
8,SHAP,32,0.376,0.479,0.155,0.314,0.503
8,SHAP,33,0.508,0.451,0.131,0.279,0.527
8,SHAP,34,0.181,0.441,0.122,0.28,0.445
8,SHAP,35,0.021,0.45,0.09,0.261,0.41
8,SHAP,36,0.105,0.443,0.108,0.221,0.416
8,SHAP,37,0.358,0.532,0.064,0.38,0.551
8,SHAP,38,0.109,0.464,0.227,0.27,0.404
8,SHAP,39,0.07,0.402,0.976,0.168,0.166
8,SHAP,40,0.158,0.403,0.873,0.22,0.227
8,SHAP,41,0.139,0.453,0.912,0.204,0.221
8,SHAP,42,0.085,0.426,0.124,0.299,0.421
8,SHAP,43,0.451,0.509,0.984,0.385,0.34
8,SHAP,44,0.512,0.455,0.966,0.273,0.319
8,SHAP,45,0.147,0.407,0.96,0.118,0.178
8,SHAP,46,0.219,0.395,0.99,0.169,0.198
8,SHAP,47,0.368,0.463,0.193,0.248,0.471
8,SHAP,48,0.358,0.504,0.977,0.291,0.294
8,SHAP,49,0.305,0.466,0.053,0.182,0.475
8,SHAP,50,0.158,0.469,0.026,0.226,0.457
8,SHAP,51,0.173,0.451,0.944,0.267,0.237
8,SHAP,52,0.595,0.507,0.054,0.306,0.588
8,SHAP,53,0.227,0.409,0.972,0.144,0.202
8,SHAP,54,0.099,0.419,0.955,0.114,0.169
8,SHAP,55,0.441,0.407,0.848,0.235,0.309
8,SHAP,56,0.232,0.472,0.989,0.223,0.235
8,SHAP,57,0.094,0.416,0.14,0.177,0.387
8,SHAP,58,0.185,0.427,0.925,0.197,0.221
8,SHAP,59,0.23,0.424,0.142,0.187,0.425
8,SHAP,60,0.25,0.482,0.113,0.145,0.441
8,SHAP,61,0.458,0.443,0.915,0.291,0.319
8,SHAP,62,0.031,0.403,0.958,0.138,0.154
8,SHAP,63,0.217,0.451,0.137,0.145,0.419
8,SHAP,64,0.344,0.579,0.016,0.459,0.591
8,SHAP,65,0.347,0.466,0.161,0.316,0.492
8,SHAP,66,0.131,0.437,0.046,0.277,0.45
8,SHAP,67,0.121,0.398,0.874,0.245,0.223
8,SHAP,68,0.247,0.396,0.126,0.173,0.423
8,SHAP,69,0.145,0.43,0.906,0.254,0.231
8,SHAP,70,0.196,0.424,0.978,0.339,0.245
8,SHAP,71,0.339,0.463,0.893,0.289,0.3
8,SHAP,72,0.099,0.425,0.966,0.171,0.182
8,SHAP,73,0.447,0.468,0.92,0.211,0.302
8,SHAP,74,0.169,0.427,0.956,0.233,0.218
8,SHAP,75,0.137,0.445,0.13,0.159,0.403
8,SHAP,76,0.063,0.476,0.04,0.24,0.434
8,SHAP,77,0.151,0.388,0.093,0.218,0.416
8,SHAP,78,0.132,0.443,0.116,0.197,0.414
8,SHAP,79,0.291,0.431,0.904,0.221,0.26
8,SHAP,80,0.232,0.475,0.127,0.218,0.449
8,SHAP,81,0.325,0.455,0.081,0.302,0.5
8,SHAP,82,0.178,0.432,0.908,0.343,0.261
8,SHAP,83,0.205,0.473,0.302,0.194,0.393
8,SHAP,84,0.033,0.454,0.126,0.211,0.393
8,SHAP,85,0.248,0.422,0.147,0.241,0.441
8,SHAP,86,0.093,0.435,0.07,0.25,0.427
8,SHAP,87,0.346,0.44,0.148,0.254,0.473
8,SHAP,88,0.271,0.411,0.979,0.124,0.207
8,SHAP,89,0.111,0.425,0.201,0.241,0.394
8,SHAP,90,0.154,0.425,0.917,0.246,0.227
8,SHAP,91,0.237,0.449,0.133,0.239,0.448
8,SHAP,92,0.207,0.394,0.195,0.162,0.392
8,SHAP,93,0.335,0.394,0.974,0.199,0.239
8,SHAP,94,0.121,0.467,0.945,0.311,0.238
8,SHAP,95,0.32,0.406,0.987,0.168,0.227
8,SHAP,96,0.252,0.52,0.077,0.358,0.513
8,SHAP,97,0.567,0.407,0.904,0.254,0.331
8,SHAP,98,0.009,0.417,0.913,0.261,0.194
8,SHAP,99,0.374,0.435,0.968,0.134,0.244
9,GradCAM,0,1.0,0.288,0.944,0.987,0.583
9,GradCAM,1,1.0,0.272,0.418,0.976,0.707
9,GradCAM,2,1.0,0.465,0.438,0.999,0.757
9,GradCAM,3,1.0,0.555,0.233,0.988,0.828
9,GradCAM,4,0.999,0.299,0.983,0.978,0.573
9,GradCAM,5,1.0,0.421,0.865,0.981,0.634
9,GradCAM,6,1.0,0.376,0.647,0.989,0.68
9,GradCAM,7,0.998,0.23,0.671,0.954,0.628
9,GradCAM,8,1.0,0.522,0.202,0.999,0.83
9,GradCAM,9,1.0,0.281,0.319,0.938,0.725
9,GradCAM,10,1.0,0.432,0.774,0.989,0.662
9,GradCAM,11,1.0,0.552,0.366,0.998,0.796
9,GradCAM,12,1.0,0.448,0.117,0.989,0.83
9,GradCAM,13,1.0,0.368,0.232,0.986,0.78
9,GradCAM,14,1.0,0.306,0.666,0.993,0.658
9,GradCAM,15,1.0,0.385,0.796,0.986,0.644
9,GradCAM,16,0.996,0.316,0.395,0.924,0.71
9,GradCAM,17,1.0,0.267,0.739,0.921,0.612
9,GradCAM,18,1.0,0.303,0.636,0.973,0.66
9,GradCAM,19,0.999,0.299,0.701,0.98,0.644
9,GradCAM,20,1.0,0.284,0.677,0.973,0.645
9,GradCAM,21,0.999,0.495,0.992,0.998,0.625
9,GradCAM,22,1.0,0.435,0.981,0.995,0.612
9,GradCAM,23,1.0,0.315,0.517,0.979,0.694
9,GradCAM,24,0.999,0.218,0.679,0.965,0.626
9,GradCAM,25,1.0,0.384,0.178,0.995,0.8
9,GradCAM,26,1.0,0.376,0.987,0.995,0.596
9,GradCAM,27,1.0,0.334,0.589,0.974,0.68
9,GradCAM,28,1.0,0.23,0.751,0.973,0.613
9,GradCAM,29,0.999,0.249,0.17,0.925,0.751
9,GradCAM,30,1.0,0.337,0.599,0.973,0.678
9,GradCAM,31,1.0,0.421,0.312,0.995,0.776
9,GradCAM,32,1.0,0.488,0.417,0.997,0.767
9,GradCAM,33,1.0,0.331,0.454,0.992,0.717
9,GradCAM,34,1.0,0.29,0.546,0.987,0.683
9,GradCAM,35,1.0,0.366,0.444,0.994,0.729
9,GradCAM,36,0.999,0.277,0.467,0.985,0.699
9,GradCAM,37,1.0,0.593,0.271,0.998,0.83
9,GradCAM,38,1.0,0.312,0.562,0.99,0.685
9,GradCAM,39,0.997,0.359,0.994,0.978,0.585
9,GradCAM,40,1.0,0.364,0.72,0.991,0.659
9,GradCAM,41,0.999,0.295,0.447,0.985,0.708
9,GradCAM,42,1.0,0.287,0.438,0.978,0.707
9,GradCAM,43,0.998,0.217,0.776,0.948,0.597
9,GradCAM,44,1.0,0.478,0.828,0.974,0.656
9,GradCAM,45,0.999,0.21,0.979,0.975,0.551
9,GradCAM,46,1.0,0.488,0.827,0.995,0.664
9,GradCAM,47,1.0,0.469,0.593,0.995,0.718
9,GradCAM,48,1.0,0.371,0.584,0.973,0.69
9,GradCAM,49,0.998,0.285,0.445,0.94,0.695
9,GradCAM,50,1.0,0.37,0.203,0.995,0.791
9,GradCAM,51,1.0,0.273,0.929,0.977,0.58
9,GradCAM,52,1.0,0.596,0.274,0.996,0.829
9,GradCAM,53,0.999,0.228,0.383,0.933,0.694
9,GradCAM,54,1.0,0.351,0.96,0.99,0.595
9,GradCAM,55,1.0,0.348,0.496,0.967,0.705
9,GradCAM,56,0.999,0.305,0.813,0.95,0.61
9,GradCAM,57,0.999,0.26,0.918,0.978,0.58
9,GradCAM,58,0.998,0.3,0.805,0.922,0.604
9,GradCAM,59,1.0,0.262,0.877,0.979,0.591
9,GradCAM,60,0.999,0.281,0.713,0.976,0.636
9,GradCAM,61,0.999,0.33,0.787,0.987,0.632
9,GradCAM,62,0.998,0.21,0.948,0.929,0.547
9,GradCAM,63,0.999,0.339,0.86,0.959,0.609
9,GradCAM,64,1.0,0.649,0.079,0.997,0.892
9,GradCAM,65,1.0,0.318,0.853,0.996,0.615
9,GradCAM,66,1.0,0.49,0.153,0.997,0.833
9,GradCAM,67,1.0,0.432,0.511,0.99,0.728
9,GradCAM,68,1.0,0.401,0.722,0.994,0.668
9,GradCAM,69,1.0,0.289,0.971,0.985,0.576
9,GradCAM,70,1.0,0.329,0.542,0.99,0.694
9,GradCAM,71,1.0,0.299,0.259,0.98,0.755
9,GradCAM,72,0.997,0.252,0.992,0.98,0.559
9,GradCAM,73,0.999,0.169,0.77,0.964,0.591
9,GradCAM,74,0.999,0.229,0.972,0.957,0.553
9,GradCAM,75,1.0,0.391,0.53,0.992,0.713
9,GradCAM,76,1.0,0.429,0.414,0.99,0.751
9,GradCAM,77,1.0,0.263,0.527,0.971,0.677
9,GradCAM,78,1.0,0.318,0.657,0.983,0.661
9,GradCAM,79,1.0,0.352,0.692,0.988,0.662
9,GradCAM,80,1.0,0.362,0.492,0.993,0.716
9,GradCAM,81,1.0,0.376,0.204,0.989,0.79
9,GradCAM,82,1.0,0.294,0.864,0.988,0.604
9,GradCAM,83,1.0,0.303,0.814,0.997,0.622
9,GradCAM,84,1.0,0.342,0.697,0.988,0.658
9,GradCAM,85,0.999,0.269,0.504,0.995,0.69
9,GradCAM,86,1.0,0.351,0.304,0.958,0.751
9,GradCAM,87,1.0,0.308,0.633,0.989,0.666
9,GradCAM,88,1.0,0.415,0.924,0.992,0.621
9,GradCAM,89,1.0,0.299,0.877,0.985,0.601
9,GradCAM,90,1.0,0.382,0.747,0.993,0.657
9,GradCAM,91,1.0,0.239,0.329,0.989,0.725
9,GradCAM,92,1.0,0.243,0.783,0.985,0.611
9,GradCAM,93,0.998,0.257,0.333,0.94,0.716
9,GradCAM,94,0.999,0.264,0.875,0.968,0.589
9,GradCAM,95,0.978,0.211,0.994,0.897,0.523
9,GradCAM,96,1.0,0.473,0.167,0.997,0.826
9,GradCAM,97,1.0,0.32,0.708,0.99,0.65
9,GradCAM,98,1.0,0.294,0.947,0.992,0.585
9,GradCAM,99,0.996,0.275,0.987,0.972,0.564
9,SHAP,0,0.195,0.434,0.947,0.199,0.22
9,SHAP,1,0.274,0.441,0.918,0.271,0.267
9,SHAP,2,0.3,0.526,0.059,0.368,0.534
9,SHAP,3,0.159,0.475,0.081,0.413,0.491
9,SHAP,4,0.139,0.411,0.959,0.199,0.197
9,SHAP,5,0.148,0.461,0.961,0.242,0.222
9,SHAP,6,0.272,0.499,0.131,0.208,0.462
9,SHAP,7,0.039,0.421,0.957,0.187,0.172
9,SHAP,8,0.555,0.541,0.022,0.365,0.61
9,SHAP,9,0.183,0.395,0.945,0.259,0.223
9,SHAP,10,0.062,0.421,0.089,0.22,0.403
9,SHAP,11,0.335,0.518,0.092,0.28,0.51
9,SHAP,12,0.209,0.413,0.034,0.262,0.463
9,SHAP,13,0.066,0.462,0.83,0.185,0.221
9,SHAP,14,0.186,0.424,0.122,0.223,0.428
9,SHAP,15,0.293,0.442,0.983,0.14,0.223
9,SHAP,16,0.12,0.462,0.922,0.212,0.218
9,SHAP,17,0.232,0.429,0.991,0.29,0.24
9,SHAP,18,0.361,0.428,0.983,0.286,0.273
9,SHAP,19,0.3,0.448,0.096,0.212,0.466
9,SHAP,20,0.352,0.453,0.958,0.258,0.276
9,SHAP,21,0.345,0.416,0.976,0.226,0.253
9,SHAP,22,0.166,0.423,0.978,0.118,0.182
9,SHAP,23,0.256,0.472,0.081,0.183,0.457
9,SHAP,24,0.063,0.443,0.144,0.227,0.397
9,SHAP,25,0.468,0.483,0.075,0.281,0.539
9,SHAP,26,0.093,0.464,0.963,0.137,0.183
9,SHAP,27,0.268,0.442,0.082,0.31,0.485
9,SHAP,28,0.121,0.423,0.907,0.128,0.191
9,SHAP,29,0.243,0.427,0.894,0.197,0.243
9,SHAP,30,0.028,0.435,0.13,0.215,0.387
9,SHAP,31,0.228,0.522,0.069,0.34,0.505
9,SHAP,32,0.21,0.487,0.137,0.305,0.466
9,SHAP,33,0.492,0.508,0.11,0.267,0.539
9,SHAP,34,0.292,0.474,0.133,0.283,0.479
9,SHAP,35,0.246,0.505,0.083,0.267,0.484
9,SHAP,36,0.195,0.463,0.08,0.221,0.45
9,SHAP,37,0.403,0.485,0.044,0.362,0.552
9,SHAP,38,0.294,0.455,0.189,0.269,0.457
9,SHAP,39,0.127,0.395,0.982,0.173,0.178
9,SHAP,40,0.279,0.441,0.883,0.217,0.264
9,SHAP,41,0.226,0.454,0.948,0.216,0.237
9,SHAP,42,0.209,0.456,0.083,0.275,0.464
9,SHAP,43,0.406,0.461,0.99,0.36,0.309
9,SHAP,44,0.246,0.4,0.982,0.25,0.228
9,SHAP,45,0.327,0.396,0.943,0.117,0.224
9,SHAP,46,0.159,0.474,0.992,0.184,0.206
9,SHAP,47,0.23,0.415,0.133,0.238,0.438
9,SHAP,48,0.3,0.431,0.993,0.287,0.256
9,SHAP,49,0.269,0.428,0.042,0.209,0.466
9,SHAP,50,0.308,0.461,0.04,0.233,0.491
9,SHAP,51,0.21,0.439,0.961,0.269,0.239
9,SHAP,52,0.401,0.478,0.074,0.32,0.531
9,SHAP,53,0.26,0.457,0.979,0.141,0.22
9,SHAP,54,0.004,0.406,0.975,0.108,0.136
9,SHAP,55,0.226,0.436,0.892,0.246,0.254
9,SHAP,56,0.221,0.462,0.993,0.218,0.227
9,SHAP,57,0.171,0.413,0.203,0.194,0.394
9,SHAP,58,0.049,0.444,0.954,0.201,0.185
9,SHAP,59,0.299,0.461,0.13,0.21,0.46
9,SHAP,60,0.277,0.394,0.082,0.194,0.446
9,SHAP,61,0.198,0.418,0.932,0.305,0.247
9,SHAP,62,0.077,0.427,0.93,0.121,0.174
9,SHAP,63,0.09,0.419,0.143,0.134,0.375
9,SHAP,64,0.767,0.599,0.025,0.458,0.7
9,SHAP,65,0.439,0.42,0.167,0.307,0.5
9,SHAP,66,0.325,0.448,0.015,0.252,0.503
9,SHAP,67,0.192,0.42,0.877,0.244,0.245
9,SHAP,68,0.352,0.445,0.094,0.154,0.464
9,SHAP,69,0.133,0.412,0.963,0.231,0.203
9,SHAP,70,0.311,0.451,0.95,0.337,0.287
9,SHAP,71,0.203,0.438,0.915,0.273,0.25
9,SHAP,72,0.094,0.458,0.962,0.181,0.193
9,SHAP,73,0.088,0.41,0.948,0.213,0.19
9,SHAP,74,0.07,0.42,0.955,0.219,0.189
9,SHAP,75,0.162,0.436,0.112,0.167,0.413
9,SHAP,76,0.377,0.464,0.027,0.25,0.516
9,SHAP,77,0.214,0.418,0.132,0.235,0.434
9,SHAP,78,0.28,0.488,0.137,0.247,0.469
9,SHAP,79,0.317,0.407,0.942,0.235,0.254
9,SHAP,80,0.23,0.486,0.066,0.202,0.463
9,SHAP,81,0.142,0.431,0.036,0.318,0.464
9,SHAP,82,0.544,0.442,0.988,0.335,0.333
9,SHAP,83,0.465,0.438,0.134,0.191,0.49
9,SHAP,84,0.209,0.451,0.152,0.202,0.427
9,SHAP,85,0.15,0.462,0.121,0.253,0.436
9,SHAP,86,0.109,0.402,0.084,0.235,0.415
9,SHAP,87,0.184,0.451,0.11,0.257,0.445
9,SHAP,88,0.074,0.437,0.983,0.132,0.165
9,SHAP,89,0.258,0.42,0.173,0.251,0.439
9,SHAP,90,0.641,0.447,0.984,0.234,0.335
9,SHAP,91,0.291,0.476,0.075,0.223,0.479
9,SHAP,92,0.227,0.495,0.179,0.163,0.427
9,SHAP,93,0.059,0.417,0.968,0.188,0.174
9,SHAP,94,0.192,0.435,0.934,0.295,0.247
9,SHAP,95,0.174,0.436,0.985,0.164,0.197
9,SHAP,96,0.464,0.526,0.059,0.367,0.575
9,SHAP,97,0.182,0.406,0.915,0.244,0.229
9,SHAP,98,0.35,0.455,0.95,0.25,0.276
9,SHAP,99,0.099,0.444,0.967,0.13,0.177
10,GradCAM,0,1.0,0.282,0.928,0.988,0.585
10,GradCAM,1,1.0,0.28,0.466,0.976,0.697
10,GradCAM,2,1.0,0.447,0.458,0.999,0.747
10,GradCAM,3,1.0,0.529,0.258,0.989,0.815
10,GradCAM,4,0.999,0.288,0.977,0.98,0.572
10,GradCAM,5,0.999,0.403,0.862,0.981,0.63
10,GradCAM,6,1.0,0.386,0.671,0.989,0.676
10,GradCAM,7,0.999,0.26,0.702,0.956,0.628
10,GradCAM,8,1.0,0.498,0.221,0.998,0.819
10,GradCAM,9,0.998,0.268,0.195,0.943,0.754
10,GradCAM,10,1.0,0.42,0.738,0.989,0.668
10,GradCAM,11,1.0,0.556,0.412,0.998,0.785
10,GradCAM,12,1.0,0.445,0.106,0.99,0.832
10,GradCAM,13,1.0,0.4,0.207,0.986,0.795
10,GradCAM,14,1.0,0.302,0.668,0.992,0.657
10,GradCAM,15,1.0,0.373,0.705,0.987,0.664
10,GradCAM,16,0.999,0.332,0.465,0.929,0.699
10,GradCAM,17,1.0,0.285,0.658,0.925,0.638
10,GradCAM,18,1.0,0.284,0.591,0.976,0.667
10,GradCAM,19,1.0,0.32,0.742,0.98,0.639
10,GradCAM,20,1.0,0.262,0.606,0.973,0.657
10,GradCAM,21,1.0,0.51,0.99,0.998,0.629
10,GradCAM,22,1.0,0.437,0.98,0.996,0.613
10,GradCAM,23,1.0,0.297,0.552,0.981,0.681
10,GradCAM,24,0.999,0.239,0.702,0.967,0.626
10,GradCAM,25,1.0,0.378,0.206,0.996,0.792
10,GradCAM,26,1.0,0.39,0.981,0.995,0.601
10,GradCAM,27,1.0,0.356,0.633,0.976,0.675
10,GradCAM,28,1.0,0.238,0.675,0.974,0.634
10,GradCAM,29,1.0,0.252,0.118,0.932,0.766
10,GradCAM,30,1.0,0.313,0.583,0.974,0.676
10,GradCAM,31,1.0,0.425,0.347,0.995,0.768
10,GradCAM,32,1.0,0.486,0.458,0.997,0.756
10,GradCAM,33,1.0,0.342,0.48,0.992,0.714
10,GradCAM,34,0.999,0.273,0.576,0.987,0.671
10,GradCAM,35,1.0,0.345,0.486,0.995,0.714
10,GradCAM,36,1.0,0.264,0.544,0.986,0.677
10,GradCAM,37,1.0,0.578,0.268,0.998,0.827
10,GradCAM,38,1.0,0.308,0.629,0.991,0.667
10,GradCAM,39,0.996,0.36,0.994,0.979,0.585
10,GradCAM,40,1.0,0.357,0.701,0.992,0.662
10,GradCAM,41,1.0,0.266,0.492,0.986,0.69
10,GradCAM,42,1.0,0.295,0.425,0.98,0.712
10,GradCAM,43,0.999,0.259,0.736,0.948,0.617
10,GradCAM,44,1.0,0.442,0.761,0.977,0.664
10,GradCAM,45,0.999,0.227,0.971,0.975,0.558
10,GradCAM,46,1.0,0.492,0.845,0.996,0.661
10,GradCAM,47,1.0,0.472,0.628,0.995,0.71
10,GradCAM,48,0.999,0.39,0.486,0.975,0.719
10,GradCAM,49,0.997,0.286,0.407,0.944,0.705
10,GradCAM,50,1.0,0.383,0.169,0.995,0.802
10,GradCAM,51,1.0,0.29,0.907,0.977,0.59
10,GradCAM,52,1.0,0.622,0.295,0.997,0.831
10,GradCAM,53,0.999,0.203,0.332,0.937,0.702
10,GradCAM,54,1.0,0.372,0.948,0.99,0.603
10,GradCAM,55,1.0,0.337,0.55,0.969,0.689
10,GradCAM,56,0.997,0.286,0.827,0.955,0.603
10,GradCAM,57,1.0,0.282,0.938,0.978,0.58
10,GradCAM,58,0.998,0.284,0.81,0.929,0.6
10,GradCAM,59,1.0,0.256,0.896,0.978,0.585
10,GradCAM,60,1.0,0.276,0.723,0.978,0.633
10,GradCAM,61,1.0,0.343,0.821,0.987,0.627
10,GradCAM,62,0.999,0.219,0.948,0.933,0.551
10,GradCAM,63,0.999,0.323,0.914,0.961,0.592
10,GradCAM,64,1.0,0.641,0.081,0.998,0.889
10,GradCAM,65,1.0,0.313,0.878,0.997,0.608
10,GradCAM,66,1.0,0.484,0.127,0.997,0.839
10,GradCAM,67,1.0,0.404,0.494,0.99,0.725
10,GradCAM,68,1.0,0.401,0.816,0.993,0.645
10,GradCAM,69,1.0,0.292,0.969,0.987,0.577
10,GradCAM,70,0.999,0.359,0.524,0.987,0.705
10,GradCAM,71,1.0,0.272,0.271,0.981,0.745
10,GradCAM,72,0.999,0.269,0.991,0.982,0.564
10,GradCAM,73,1.0,0.156,0.762,0.966,0.59
10,GradCAM,74,0.999,0.225,0.964,0.961,0.555
10,GradCAM,75,1.0,0.416,0.597,0.992,0.703
10,GradCAM,76,1.0,0.427,0.422,0.991,0.749
10,GradCAM,77,0.999,0.259,0.446,0.973,0.696
10,GradCAM,78,1.0,0.288,0.684,0.983,0.647
10,GradCAM,79,1.0,0.345,0.695,0.987,0.659
10,GradCAM,80,1.0,0.363,0.542,0.992,0.703
10,GradCAM,81,1.0,0.387,0.222,0.989,0.789
10,GradCAM,82,1.0,0.278,0.873,0.989,0.598
10,GradCAM,83,1.0,0.303,0.828,0.997,0.618
10,GradCAM,84,1.0,0.299,0.665,0.984,0.654
