Cycle/CIFAR,XAI Method,Sample ID,Continuity,Compactness,Correctness,Consistency,XQS
5,SHAP,40,0.131,0.549,0.143,0.216,0.438
5,SHAP,41,0.084,0.48,0.034,0.241,0.443
5,SHAP,42,0.211,0.489,0.046,0.321,0.494
5,SHAP,43,0.147,0.485,0.009,0.362,0.496
5,SHAP,44,0.065,0.424,0.097,0.206,0.399
5,SHAP,45,0.154,0.434,0.441,0.177,0.331
5,SHAP,46,0.099,0.48,0.005,0.164,0.434
5,SHAP,47,0.188,0.452,0.01,0.224,0.464
5,SHAP,48,0.098,0.47,0.606,0.302,0.316
5,SHAP,49,0.114,0.535,0.017,0.266,0.475
5,SHAP,50,0.108,0.449,0.04,0.18,0.424
5,SHAP,51,0.195,0.47,0.027,0.223,0.465
5,SHAP,52,0.118,0.461,0.191,0.262,0.412
5,SHAP,53,0.029,0.464,0.023,0.307,0.444
5,SHAP,54,0.133,0.518,0.048,0.264,0.467
5,SHAP,55,0.163,0.494,0.249,0.362,0.443
5,SHAP,56,0.182,0.504,0.005,0.245,0.482
5,SHAP,57,0.392,0.54,0.465,0.432,0.475
5,SHAP,58,0.28,0.444,0.022,0.314,0.504
5,SHAP,59,0.063,0.427,0.161,0.177,0.377
5,SHAP,60,0.15,0.525,0.026,0.248,0.474
5,SHAP,61,0.274,0.453,0.18,0.241,0.447
5,SHAP,62,0.151,0.454,0.268,0.248,0.397
5,SHAP,63,0.121,0.446,0.024,0.192,0.434
5,SHAP,64,0.212,0.464,0.044,0.321,0.488
5,SHAP,65,0.234,0.423,0.017,0.179,0.455
5,SHAP,66,0.096,0.469,0.021,0.275,0.455
5,SHAP,67,0.011,0.47,0.005,0.254,0.433
5,SHAP,68,0.404,0.592,0.258,0.384,0.531
5,SHAP,69,0.237,0.523,0.609,0.272,0.356
5,SHAP,70,0.237,0.491,0.018,0.318,0.507
5,SHAP,71,0.154,0.547,0.004,0.183,0.47
5,SHAP,72,0.169,0.472,0.065,0.231,0.452
5,SHAP,73,0.083,0.508,0.143,0.269,0.429
5,SHAP,74,0.147,0.495,0.028,0.24,0.463
5,SHAP,75,0.109,0.469,0.008,0.248,0.454
5,SHAP,76,0.07,0.445,0.052,0.293,0.439
5,SHAP,77,0.146,0.439,0.617,0.198,0.292
5,SHAP,78,0.155,0.486,0.024,0.153,0.442
5,SHAP,79,0.26,0.472,0.161,0.34,0.478
5,SHAP,80,0.132,0.481,0.018,0.346,0.485
5,SHAP,81,0.169,0.482,0.016,0.253,0.472
5,SHAP,82,0.131,0.497,0.019,0.294,0.475
5,SHAP,83,0.144,0.456,0.212,0.234,0.406
5,SHAP,84,0.042,0.464,0.184,0.253,0.394
5,SHAP,85,0.19,0.493,0.024,0.348,0.502
5,SHAP,86,0.183,0.456,0.027,0.297,0.477
5,SHAP,87,0.042,0.477,0.052,0.195,0.416
5,SHAP,88,0.198,0.422,0.217,0.121,0.381
5,SHAP,89,0.205,0.496,0.614,0.247,0.333
5,SHAP,90,0.088,0.432,0.044,0.23,0.427
5,SHAP,91,0.105,0.494,0.007,0.241,0.458
5,SHAP,92,0.202,0.446,0.008,0.249,0.472
5,SHAP,93,0.137,0.474,0.032,0.223,0.451
5,SHAP,94,0.122,0.466,0.11,0.268,0.436
5,SHAP,95,0.161,0.448,0.035,0.317,0.473
5,SHAP,96,0.148,0.464,0.2,0.311,0.431
5,SHAP,97,0.092,0.497,0.104,0.303,0.447
5,SHAP,98,0.17,0.519,0.334,0.276,0.408
5,SHAP,99,0.166,0.464,0.034,0.185,0.445
6,GradCAM,0,0.954,0.417,0.025,0.994,0.835
6,GradCAM,1,0.981,0.417,0.036,0.991,0.838
6,GradCAM,2,0.958,0.364,0.019,0.984,0.822
6,GradCAM,3,0.82,0.366,0.08,0.996,0.775
6,GradCAM,4,0.947,0.349,0.296,0.997,0.749
6,GradCAM,5,0.752,0.284,0.007,0.995,0.756
6,GradCAM,6,0.988,0.507,0.178,0.999,0.829
6,GradCAM,7,0.883,0.413,0.064,0.994,0.807
6,GradCAM,8,0.877,0.301,0.062,0.981,0.774
6,GradCAM,9,0.904,0.36,0.619,0.995,0.66
6,GradCAM,10,0.944,0.474,0.041,0.997,0.843
6,GradCAM,11,0.955,0.409,0.114,0.996,0.812
6,GradCAM,12,0.976,0.477,0.076,0.998,0.844
6,GradCAM,13,0.929,0.406,0.102,0.991,0.806
6,GradCAM,14,0.936,0.343,0.036,0.974,0.804
6,GradCAM,15,0.847,0.379,0.074,0.989,0.785
6,GradCAM,16,0.847,0.375,0.039,0.992,0.793
6,GradCAM,17,0.844,0.332,0.036,0.991,0.783
6,GradCAM,18,0.657,0.425,0.761,0.995,0.579
6,GradCAM,19,0.873,0.336,0.007,0.995,0.799
6,GradCAM,20,0.878,0.461,0.021,0.99,0.827
6,GradCAM,21,0.785,0.336,0.012,0.992,0.775
6,GradCAM,22,0.623,0.278,0.048,0.961,0.703
6,GradCAM,23,0.982,0.37,0.741,0.993,0.651
6,GradCAM,24,0.949,0.403,0.052,0.994,0.824
6,GradCAM,25,0.877,0.329,0.125,0.986,0.767
6,GradCAM,26,0.835,0.388,0.646,0.991,0.642
6,GradCAM,27,0.838,0.252,0.086,0.985,0.747
6,GradCAM,28,0.947,0.33,0.04,0.997,0.809
6,GradCAM,29,0.969,0.434,0.247,0.996,0.788
6,GradCAM,30,0.914,0.409,0.088,0.997,0.808
6,GradCAM,31,0.838,0.425,0.041,0.997,0.805
6,GradCAM,32,0.985,0.317,0.227,0.994,0.767
6,GradCAM,33,0.956,0.347,0.109,0.993,0.797
6,GradCAM,34,0.984,0.435,0.827,0.997,0.647
6,GradCAM,35,0.922,0.366,0.011,0.987,0.816
6,GradCAM,36,0.575,0.418,0.685,0.992,0.575
6,GradCAM,37,0.817,0.331,0.005,0.994,0.784
6,GradCAM,38,0.919,0.348,0.038,0.987,0.804
6,GradCAM,39,0.868,0.388,0.009,0.99,0.809
6,GradCAM,40,0.626,0.343,0.255,0.992,0.676
6,GradCAM,41,0.911,0.402,0.079,0.998,0.808
6,GradCAM,42,0.859,0.345,0.028,0.991,0.792
6,GradCAM,43,0.827,0.325,0.011,0.989,0.782
6,GradCAM,44,0.906,0.336,0.024,0.994,0.803
6,GradCAM,45,0.893,0.383,0.536,0.995,0.684
6,GradCAM,46,0.931,0.41,0.008,0.994,0.832
6,GradCAM,47,0.96,0.357,0.035,0.997,0.82
6,GradCAM,48,0.987,0.415,0.092,0.996,0.826
6,GradCAM,49,0.931,0.367,0.026,0.984,0.814
6,GradCAM,50,0.935,0.371,0.031,0.986,0.815
6,GradCAM,51,0.886,0.355,0.068,0.986,0.79
6,GradCAM,52,0.934,0.403,0.385,0.998,0.738
6,GradCAM,53,0.73,0.3,0.031,0.986,0.746
6,GradCAM,54,0.871,0.314,0.118,0.988,0.764
6,GradCAM,55,0.975,0.369,0.31,0.997,0.758
6,GradCAM,56,0.812,0.366,0.01,0.99,0.79
6,GradCAM,57,0.954,0.395,0.678,0.99,0.665
6,GradCAM,58,0.958,0.47,0.011,0.994,0.853
6,GradCAM,59,0.935,0.388,0.019,0.993,0.824
6,GradCAM,60,0.857,0.388,0.019,0.995,0.805
6,GradCAM,61,0.933,0.455,0.65,0.993,0.683
6,GradCAM,62,0.928,0.387,0.379,0.998,0.733
6,GradCAM,63,0.895,0.378,0.053,0.997,0.804
6,GradCAM,64,0.939,0.481,0.019,0.996,0.849
6,GradCAM,65,0.957,0.418,0.024,0.995,0.836
6,GradCAM,66,0.937,0.373,0.019,0.978,0.818
6,GradCAM,67,0.791,0.381,0.045,0.992,0.78
6,GradCAM,68,0.961,0.429,0.82,0.997,0.642
6,GradCAM,69,0.987,0.453,0.121,0.998,0.829
6,GradCAM,70,0.985,0.494,0.012,0.997,0.866
6,GradCAM,71,0.858,0.357,0.016,0.992,0.798
6,GradCAM,72,0.982,0.419,0.008,0.996,0.847
6,GradCAM,73,0.914,0.492,0.025,0.998,0.845
6,GradCAM,74,0.883,0.417,0.052,0.998,0.812
6,GradCAM,75,0.957,0.393,0.032,0.996,0.828
6,GradCAM,76,0.884,0.286,0.033,0.994,0.783
6,GradCAM,77,0.856,0.275,0.091,0.98,0.755
6,GradCAM,78,0.85,0.342,0.081,0.991,0.776
6,GradCAM,79,0.811,0.386,0.736,0.992,0.613
6,GradCAM,80,0.91,0.434,0.013,0.995,0.832
6,GradCAM,81,0.9,0.319,0.052,0.993,0.79
6,GradCAM,82,0.887,0.317,0.01,0.991,0.796
6,GradCAM,83,0.982,0.38,0.686,0.995,0.668
6,GradCAM,84,0.877,0.282,0.24,0.984,0.726
6,GradCAM,85,0.984,0.37,0.038,0.998,0.828
6,GradCAM,86,0.93,0.447,0.012,0.998,0.841
6,GradCAM,87,0.946,0.363,0.009,0.992,0.823
6,GradCAM,88,0.895,0.328,0.014,0.994,0.801
6,GradCAM,89,0.912,0.381,0.045,0.996,0.811
6,GradCAM,90,0.957,0.312,0.183,0.991,0.769
6,GradCAM,91,0.964,0.379,0.005,0.994,0.833
6,GradCAM,92,0.964,0.363,0.012,0.995,0.828
6,GradCAM,93,0.781,0.422,0.051,0.999,0.788
6,GradCAM,94,0.954,0.389,0.026,0.991,0.827
6,GradCAM,95,0.808,0.357,0.04,0.993,0.78
6,GradCAM,96,0.941,0.444,0.22,0.998,0.791
6,GradCAM,97,0.916,0.461,0.171,0.996,0.801
6,GradCAM,98,0.924,0.388,0.027,0.992,0.819
6,GradCAM,99,0.982,0.383,0.03,0.987,0.831
6,SHAP,0,0.172,0.45,0.083,0.248,0.447
6,SHAP,1,0.143,0.503,0.611,0.272,0.327
6,SHAP,2,0.256,0.48,0.53,0.241,0.362
6,SHAP,3,0.111,0.457,0.052,0.196,0.428
6,SHAP,4,0.017,0.407,0.146,0.139,0.354
6,SHAP,5,0.032,0.483,0.041,0.243,0.429
6,SHAP,6,0.089,0.486,0.201,0.167,0.385
6,SHAP,7,0.207,0.479,0.043,0.41,0.513
6,SHAP,8,0.126,0.475,0.099,0.206,0.427
6,SHAP,9,0.135,0.461,0.187,0.225,0.409
6,SHAP,10,0.096,0.454,0.032,0.203,0.43
6,SHAP,11,0.221,0.442,0.041,0.244,0.467
6,SHAP,12,0.11,0.495,0.517,0.183,0.318
6,SHAP,13,0.205,0.448,0.045,0.235,0.461
6,SHAP,14,0.129,0.456,0.031,0.254,0.452
6,SHAP,15,0.228,0.493,0.012,0.224,0.483
6,SHAP,16,0.103,0.492,0.028,0.263,0.457
6,SHAP,17,0.123,0.449,0.027,0.245,0.447
6,SHAP,18,0.145,0.527,0.119,0.289,0.461
6,SHAP,19,0.084,0.465,0.109,0.222,0.415
6,SHAP,20,0.135,0.465,0.062,0.396,0.483
6,SHAP,21,0.127,0.473,0.017,0.33,0.478
6,SHAP,22,0.152,0.479,0.066,0.253,0.455
6,SHAP,23,0.167,0.511,0.323,0.27,0.406
6,SHAP,24,0.14,0.469,0.018,0.169,0.44
6,SHAP,25,0.12,0.487,0.553,0.336,0.347
6,SHAP,26,0.029,0.425,0.236,0.198,0.354
6,SHAP,27,0.174,0.479,0.094,0.221,0.445
6,SHAP,28,0.03,0.505,0.005,0.319,0.462
6,SHAP,29,0.095,0.451,0.151,0.172,0.392
6,SHAP,30,0.182,0.471,0.015,0.337,0.494
6,SHAP,31,0.085,0.459,0.023,0.166,0.422
6,SHAP,32,0.174,0.458,0.037,0.244,0.46
6,SHAP,33,0.247,0.502,0.096,0.309,0.49
6,SHAP,34,0.223,0.452,0.198,0.182,0.415
6,SHAP,35,0.063,0.476,0.124,0.211,0.407
6,SHAP,36,0.129,0.46,0.347,0.177,0.354
6,SHAP,37,0.058,0.482,0.276,0.238,0.375
6,SHAP,38,0.058,0.478,0.055,0.302,0.446
6,SHAP,39,0.098,0.432,0.013,0.258,0.444
6,SHAP,40,0.128,0.537,0.199,0.214,0.42
6,SHAP,41,0.075,0.447,0.035,0.26,0.437
6,SHAP,42,0.265,0.539,0.054,0.329,0.52
6,SHAP,43,0.208,0.523,0.007,0.321,0.511
6,SHAP,44,0.06,0.424,0.061,0.234,0.414
6,SHAP,45,0.141,0.425,0.294,0.162,0.358
6,SHAP,46,0.094,0.491,0.009,0.163,0.435
6,SHAP,47,0.185,0.478,0.012,0.208,0.464
6,SHAP,48,0.273,0.448,0.678,0.271,0.329
6,SHAP,49,0.125,0.468,0.018,0.265,0.46
6,SHAP,50,0.087,0.398,0.049,0.149,0.396
6,SHAP,51,0.074,0.46,0.029,0.19,0.424
6,SHAP,52,0.186,0.461,0.105,0.249,0.448
6,SHAP,53,0.121,0.441,0.029,0.277,0.453
6,SHAP,54,0.058,0.481,0.051,0.249,0.434
6,SHAP,55,0.212,0.466,0.177,0.321,0.456
6,SHAP,56,0.305,0.48,0.007,0.269,0.512
6,SHAP,57,0.347,0.498,0.535,0.399,0.427
6,SHAP,58,0.163,0.477,0.018,0.305,0.482
6,SHAP,59,0.094,0.436,0.114,0.166,0.395
6,SHAP,60,0.107,0.523,0.026,0.264,0.467
6,SHAP,61,0.105,0.461,0.157,0.25,0.415
6,SHAP,62,0.133,0.452,0.173,0.246,0.414
6,SHAP,63,0.105,0.444,0.029,0.19,0.427
6,SHAP,64,0.13,0.442,0.042,0.334,0.466
6,SHAP,65,0.269,0.444,0.019,0.18,0.469
6,SHAP,66,0.154,0.48,0.034,0.275,0.469
6,SHAP,67,0.109,0.506,0.01,0.275,0.47
6,SHAP,68,0.356,0.513,0.235,0.37,0.501
6,SHAP,69,0.189,0.477,0.644,0.275,0.324
6,SHAP,70,0.222,0.49,0.027,0.321,0.502
6,SHAP,71,0.037,0.492,0.011,0.194,0.428
6,SHAP,72,0.127,0.472,0.05,0.237,0.447
6,SHAP,73,0.263,0.477,0.228,0.264,0.444
6,SHAP,74,0.168,0.44,0.021,0.223,0.453
6,SHAP,75,0.163,0.464,0.011,0.23,0.461
6,SHAP,76,0.147,0.468,0.047,0.29,0.465
6,SHAP,77,0.167,0.441,0.628,0.196,0.294
6,SHAP,78,0.146,0.457,0.03,0.162,0.434
6,SHAP,79,0.112,0.482,0.18,0.336,0.438
6,SHAP,80,0.188,0.479,0.023,0.332,0.494
6,SHAP,81,0.223,0.466,0.015,0.254,0.482
6,SHAP,82,0.28,0.446,0.012,0.31,0.506
6,SHAP,83,0.164,0.442,0.241,0.239,0.401
6,SHAP,84,0.04,0.447,0.151,0.238,0.394
6,SHAP,85,0.073,0.477,0.023,0.342,0.467
6,SHAP,86,0.193,0.489,0.031,0.282,0.483
6,SHAP,87,0.055,0.517,0.05,0.224,0.436
6,SHAP,88,0.102,0.429,0.132,0.13,0.382
6,SHAP,89,0.103,0.492,0.629,0.24,0.301
6,SHAP,90,0.062,0.429,0.037,0.207,0.415
6,SHAP,91,0.239,0.545,0.01,0.225,0.5
6,SHAP,92,0.104,0.509,0.009,0.238,0.461
6,SHAP,93,0.141,0.482,0.039,0.254,0.46
6,SHAP,94,0.096,0.457,0.088,0.27,0.434
6,SHAP,95,0.136,0.455,0.03,0.301,0.465
6,SHAP,96,0.256,0.486,0.169,0.288,0.465
6,SHAP,97,0.104,0.46,0.136,0.286,0.428
6,SHAP,98,0.176,0.46,0.411,0.274,0.375
6,SHAP,99,0.17,0.477,0.025,0.167,0.447
7,GradCAM,0,0.977,0.434,0.105,0.994,0.825
7,GradCAM,1,0.902,0.439,0.057,0.99,0.819
7,GradCAM,2,0.887,0.399,0.054,0.958,0.797
7,GradCAM,3,0.913,0.406,0.134,0.992,0.794
7,GradCAM,4,0.95,0.356,0.162,0.996,0.785
7,GradCAM,5,0.95,0.335,0.097,0.989,0.794
7,GradCAM,6,0.986,0.496,0.1,0.999,0.845
7,GradCAM,7,0.956,0.399,0.127,0.993,0.805
7,GradCAM,8,0.939,0.374,0.257,0.974,0.757
7,GradCAM,9,0.959,0.441,0.408,0.986,0.745
7,GradCAM,10,0.939,0.456,0.094,0.996,0.824
7,GradCAM,11,0.923,0.424,0.113,0.994,0.807
7,GradCAM,12,0.959,0.507,0.138,0.998,0.831
7,GradCAM,13,0.912,0.432,0.217,0.986,0.778
7,GradCAM,14,0.978,0.44,0.182,0.973,0.802
7,GradCAM,15,0.961,0.365,0.036,0.975,0.816
7,GradCAM,16,0.938,0.426,0.367,0.99,0.747
7,GradCAM,17,0.899,0.359,0.053,0.981,0.796
7,GradCAM,18,0.863,0.474,0.605,0.991,0.681
7,GradCAM,19,0.946,0.433,0.026,0.964,0.829
7,GradCAM,20,0.819,0.467,0.105,0.987,0.792
7,GradCAM,21,0.922,0.381,0.02,0.981,0.816
7,GradCAM,22,0.851,0.329,0.308,0.952,0.706
7,GradCAM,23,0.964,0.406,0.593,0.985,0.69
7,GradCAM,24,0.946,0.384,0.043,0.98,0.817
7,GradCAM,25,0.93,0.342,0.112,0.981,0.785
7,GradCAM,26,0.86,0.427,0.393,0.988,0.721
7,GradCAM,27,0.857,0.313,0.081,0.974,0.766
7,GradCAM,28,0.94,0.334,0.08,0.992,0.796
7,GradCAM,29,0.969,0.467,0.159,0.995,0.818
7,GradCAM,30,0.959,0.426,0.281,0.996,0.775
7,GradCAM,31,0.823,0.387,0.042,0.987,0.789
7,GradCAM,32,0.986,0.367,0.157,0.993,0.797
7,GradCAM,33,0.983,0.377,0.424,0.99,0.732
7,GradCAM,34,0.99,0.489,0.625,0.986,0.71
7,GradCAM,35,0.91,0.405,0.063,0.986,0.81
7,GradCAM,36,0.634,0.391,0.54,0.98,0.616
7,GradCAM,37,0.871,0.397,0.033,0.984,0.805
7,GradCAM,38,0.95,0.399,0.126,0.981,0.801
7,GradCAM,39,0.814,0.467,0.018,0.986,0.812
7,GradCAM,40,0.94,0.446,0.559,0.987,0.703
7,GradCAM,41,0.886,0.412,0.08,0.996,0.804
7,GradCAM,42,0.975,0.418,0.264,0.989,0.779
7,GradCAM,43,0.909,0.334,0.047,0.96,0.789
7,GradCAM,44,0.864,0.327,0.079,0.994,0.777
7,GradCAM,45,0.934,0.398,0.206,0.994,0.78
7,GradCAM,46,0.962,0.459,0.007,0.985,0.85
7,GradCAM,47,0.965,0.361,0.059,0.997,0.816
7,GradCAM,48,0.979,0.439,0.136,0.994,0.819
7,GradCAM,49,0.957,0.371,0.027,0.965,0.816
7,GradCAM,50,0.951,0.406,0.036,0.985,0.826
7,GradCAM,51,0.934,0.401,0.246,0.98,0.767
7,GradCAM,52,0.983,0.436,0.189,0.996,0.806
7,GradCAM,53,0.921,0.381,0.077,0.931,0.789
7,GradCAM,54,0.91,0.406,0.222,0.984,0.769
7,GradCAM,55,0.962,0.403,0.145,0.995,0.804
7,GradCAM,56,0.906,0.417,0.008,0.986,0.825
7,GradCAM,57,0.983,0.456,0.646,0.987,0.695
7,GradCAM,58,0.976,0.514,0.018,0.993,0.866
7,GradCAM,59,0.981,0.408,0.07,0.991,0.828
7,GradCAM,60,0.928,0.431,0.023,0.993,0.832
7,GradCAM,61,0.97,0.469,0.452,0.985,0.743
7,GradCAM,62,0.937,0.39,0.161,0.997,0.791
7,GradCAM,63,0.94,0.389,0.059,0.996,0.816
7,GradCAM,64,0.943,0.477,0.055,0.996,0.84
7,GradCAM,65,0.983,0.449,0.148,0.995,0.82
7,GradCAM,66,0.962,0.407,0.065,0.972,0.819
7,GradCAM,67,0.827,0.408,0.044,0.989,0.795
7,GradCAM,68,0.941,0.483,0.704,0.991,0.678
7,GradCAM,69,0.985,0.492,0.139,0.997,0.834
7,GradCAM,70,0.996,0.519,0.056,0.997,0.864
7,GradCAM,71,0.742,0.371,0.008,0.983,0.772
7,GradCAM,72,0.993,0.438,0.036,0.995,0.848
7,GradCAM,73,0.981,0.52,0.033,0.993,0.865
7,GradCAM,74,0.884,0.442,0.121,0.997,0.801
7,GradCAM,75,0.826,0.439,0.032,0.99,0.806
7,GradCAM,76,0.774,0.35,0.142,0.99,0.743
7,GradCAM,77,0.872,0.329,0.12,0.968,0.762
7,GradCAM,78,0.884,0.344,0.085,0.98,0.781
7,GradCAM,79,0.606,0.458,0.603,0.99,0.613
7,GradCAM,80,0.961,0.41,0.015,0.985,0.835
7,GradCAM,81,0.937,0.378,0.037,0.969,0.812
7,GradCAM,82,0.956,0.371,0.027,0.983,0.821
7,GradCAM,83,0.97,0.426,0.508,0.994,0.721
7,GradCAM,84,0.972,0.385,0.45,0.966,0.718
7,GradCAM,85,0.962,0.415,0.19,0.997,0.796
7,GradCAM,86,0.943,0.442,0.037,0.996,0.836
7,GradCAM,87,0.967,0.435,0.043,0.99,0.837
7,GradCAM,88,0.95,0.391,0.038,0.978,0.82
7,GradCAM,89,0.976,0.421,0.123,0.988,0.816
7,GradCAM,90,0.971,0.387,0.364,0.991,0.746
7,GradCAM,91,0.992,0.434,0.005,0.993,0.853
7,GradCAM,92,0.971,0.366,0.02,0.994,0.828
7,GradCAM,93,0.829,0.456,0.048,0.996,0.808
7,GradCAM,94,0.964,0.437,0.077,0.984,0.827
7,GradCAM,95,0.864,0.457,0.025,0.991,0.821
7,GradCAM,96,0.931,0.461,0.129,0.997,0.815
7,GradCAM,97,0.977,0.472,0.111,0.995,0.833
7,GradCAM,98,0.89,0.457,0.058,0.989,0.82
7,GradCAM,99,0.948,0.414,0.03,0.988,0.83
7,SHAP,0,0.221,0.47,0.066,0.246,0.468
7,SHAP,1,0.192,0.572,0.583,0.262,0.361
7,SHAP,2,0.143,0.515,0.581,0.245,0.331
7,SHAP,3,0.184,0.433,0.033,0.187,0.443
7,SHAP,4,0.136,0.452,0.052,0.137,0.418
7,SHAP,5,0.187,0.472,0.08,0.257,0.459
7,SHAP,6,0.223,0.53,0.065,0.183,0.468
7,SHAP,7,0.185,0.602,0.042,0.404,0.537
7,SHAP,8,0.128,0.504,0.439,0.214,0.351
7,SHAP,9,0.137,0.55,0.123,0.22,0.446
7,SHAP,10,0.202,0.538,0.037,0.213,0.479
7,SHAP,11,0.199,0.499,0.021,0.25,0.482
7,SHAP,12,0.18,0.52,0.527,0.194,0.342
7,SHAP,13,0.233,0.51,0.041,0.212,0.479
7,SHAP,14,0.145,0.5,0.222,0.259,0.421
7,SHAP,15,0.176,0.484,0.007,0.237,0.473
7,SHAP,16,0.165,0.507,0.46,0.248,0.365
7,SHAP,17,0.187,0.499,0.02,0.235,0.475
7,SHAP,18,0.147,0.509,0.058,0.282,0.47
7,SHAP,19,0.099,0.502,0.132,0.234,0.426
7,SHAP,20,0.287,0.528,0.057,0.384,0.536
7,SHAP,21,0.137,0.444,0.018,0.319,0.47
7,SHAP,22,0.167,0.47,0.324,0.221,0.384
7,SHAP,23,0.203,0.587,0.109,0.279,0.49
7,SHAP,24,0.055,0.429,0.02,0.166,0.408
7,SHAP,25,0.07,0.522,0.297,0.313,0.402
7,SHAP,26,0.19,0.445,0.063,0.191,0.441
7,SHAP,27,0.131,0.511,0.093,0.223,0.443
7,SHAP,28,0.157,0.538,0.016,0.306,0.496
7,SHAP,29,0.172,0.499,0.095,0.18,0.439
7,SHAP,30,0.188,0.47,0.031,0.325,0.488
7,SHAP,31,0.09,0.477,0.017,0.145,0.424
7,SHAP,32,0.185,0.48,0.04,0.25,0.469
7,SHAP,33,0.338,0.501,0.513,0.304,0.408
7,SHAP,34,0.338,0.467,0.175,0.193,0.456
7,SHAP,35,0.237,0.52,0.111,0.215,0.465
7,SHAP,36,0.158,0.492,0.201,0.19,0.41
7,SHAP,37,0.203,0.482,0.083,0.223,0.456
7,SHAP,38,0.248,0.509,0.176,0.301,0.47
7,SHAP,39,0.151,0.542,0.015,0.251,0.482
7,SHAP,40,0.259,0.506,0.43,0.234,0.392
7,SHAP,41,0.149,0.493,0.042,0.262,0.466
7,SHAP,42,0.243,0.462,0.292,0.323,0.434
7,SHAP,43,0.104,0.502,0.012,0.307,0.475
7,SHAP,44,0.073,0.44,0.089,0.23,0.414
7,SHAP,45,0.129,0.504,0.154,0.167,0.412
7,SHAP,46,0.092,0.526,0.005,0.161,0.444
7,SHAP,47,0.113,0.481,0.006,0.218,0.451
7,SHAP,48,0.147,0.487,0.606,0.271,0.325
7,SHAP,49,0.108,0.456,0.02,0.259,0.451
7,SHAP,50,0.168,0.448,0.047,0.145,0.428
7,SHAP,51,0.222,0.546,0.038,0.197,0.482
7,SHAP,52,0.123,0.523,0.104,0.266,0.452
7,SHAP,53,0.144,0.469,0.028,0.265,0.463
7,SHAP,54,0.243,0.5,0.344,0.245,0.411
7,SHAP,55,0.21,0.499,0.109,0.299,0.475
7,SHAP,56,0.139,0.546,0.007,0.286,0.491
7,SHAP,57,0.415,0.604,0.156,0.407,0.568
7,SHAP,58,0.246,0.487,0.027,0.302,0.502
7,SHAP,59,0.111,0.441,0.107,0.16,0.401
7,SHAP,60,0.203,0.527,0.019,0.28,0.497
7,SHAP,61,0.174,0.491,0.091,0.24,0.454
7,SHAP,62,0.103,0.503,0.055,0.259,0.453
7,SHAP,63,0.199,0.476,0.012,0.214,0.469
7,SHAP,64,0.215,0.496,0.049,0.333,0.499
7,SHAP,65,0.257,0.526,0.031,0.201,0.488
7,SHAP,66,0.267,0.535,0.055,0.287,0.509
7,SHAP,67,0.18,0.499,0.006,0.248,0.48
7,SHAP,68,0.347,0.609,0.195,0.365,0.532
7,SHAP,69,0.253,0.512,0.623,0.274,0.354
7,SHAP,70,0.253,0.505,0.045,0.293,0.502
7,SHAP,71,0.123,0.5,0.005,0.193,0.453
7,SHAP,72,0.151,0.484,0.113,0.238,0.44
7,SHAP,73,0.27,0.5,0.262,0.277,0.446
7,SHAP,74,0.23,0.588,0.015,0.225,0.507
7,SHAP,75,0.169,0.471,0.011,0.211,0.46
7,SHAP,76,0.14,0.467,0.025,0.264,0.462
7,SHAP,77,0.117,0.505,0.541,0.211,0.323
7,SHAP,78,0.098,0.449,0.024,0.154,0.419
7,SHAP,79,0.232,0.503,0.098,0.337,0.493
7,SHAP,80,0.199,0.482,0.021,0.307,0.492
7,SHAP,81,0.233,0.476,0.003,0.232,0.484
7,SHAP,82,0.3,0.5,0.031,0.306,0.519
7,SHAP,83,0.27,0.563,0.099,0.242,0.494
7,SHAP,84,0.102,0.497,0.608,0.236,0.307
7,SHAP,85,0.135,0.523,0.03,0.334,0.491
7,SHAP,86,0.157,0.481,0.026,0.295,0.477
7,SHAP,87,0.157,0.464,0.095,0.201,0.432
7,SHAP,88,0.1,0.492,0.104,0.148,0.409
7,SHAP,89,0.08,0.488,0.537,0.23,0.315
7,SHAP,90,0.237,0.516,0.046,0.21,0.479
7,SHAP,91,0.284,0.563,0.008,0.224,0.516
7,SHAP,92,0.158,0.515,0.006,0.229,0.474
7,SHAP,93,0.117,0.491,0.021,0.252,0.46
7,SHAP,94,0.185,0.496,0.035,0.271,0.479
7,SHAP,95,0.238,0.475,0.023,0.276,0.492
7,SHAP,96,0.266,0.464,0.069,0.278,0.485
7,SHAP,97,0.235,0.498,0.061,0.278,0.488
7,SHAP,98,0.188,0.517,0.509,0.288,0.371
7,SHAP,99,0.124,0.445,0.029,0.175,0.429
8,GradCAM,0,0.988,0.43,0.147,0.995,0.817
8,GradCAM,1,0.939,0.428,0.056,0.989,0.825
8,GradCAM,2,0.967,0.359,0.118,0.955,0.791
8,GradCAM,3,0.905,0.408,0.269,0.991,0.759
8,GradCAM,4,0.99,0.365,0.235,0.99,0.777
8,GradCAM,5,0.94,0.335,0.155,0.989,0.777
8,GradCAM,6,0.994,0.497,0.206,0.999,0.821
8,GradCAM,7,0.948,0.386,0.455,0.993,0.718
8,GradCAM,8,0.852,0.379,0.096,0.974,0.777
8,GradCAM,9,0.968,0.419,0.264,0.983,0.776
8,GradCAM,10,0.949,0.431,0.205,0.995,0.793
8,GradCAM,11,0.934,0.419,0.114,0.994,0.808
8,GradCAM,12,0.975,0.478,0.106,0.998,0.836
