Cycle/CIFAR,XAI Method,Sample ID,Continuity,Compactness,Correctness,Consistency,XQS
3,GradCAM,67,0.857,0.335,0.012,0.991,0.793
3,GradCAM,68,0.946,0.384,0.937,0.998,0.598
3,GradCAM,69,0.97,0.484,0.064,0.999,0.847
3,GradCAM,70,0.987,0.462,0.005,0.999,0.861
3,GradCAM,71,0.789,0.357,0.002,0.991,0.784
3,GradCAM,72,0.981,0.386,0.004,0.995,0.839
3,GradCAM,73,0.981,0.46,0.015,0.998,0.856
3,GradCAM,74,0.882,0.418,0.072,0.997,0.806
3,GradCAM,75,0.962,0.384,0.024,0.997,0.829
3,GradCAM,76,0.85,0.293,0.039,0.994,0.774
3,GradCAM,77,0.958,0.258,0.066,0.988,0.784
3,GradCAM,78,0.827,0.37,0.055,0.993,0.784
3,GradCAM,79,0.952,0.369,0.873,0.99,0.61
3,GradCAM,80,0.917,0.37,0.005,0.99,0.818
3,GradCAM,81,0.891,0.32,0.057,0.993,0.786
3,GradCAM,82,0.956,0.281,0.011,0.992,0.805
3,GradCAM,83,0.988,0.376,0.67,0.995,0.672
3,GradCAM,84,0.903,0.321,0.206,0.985,0.751
3,GradCAM,85,0.992,0.37,0.01,0.997,0.837
3,GradCAM,86,0.967,0.465,0.008,0.999,0.856
3,GradCAM,87,0.93,0.353,0.003,0.997,0.819
3,GradCAM,88,0.929,0.328,0.005,0.993,0.811
3,GradCAM,89,0.962,0.363,0.029,0.998,0.824
3,GradCAM,90,0.991,0.344,0.136,0.995,0.798
3,GradCAM,91,0.99,0.353,0.002,0.991,0.833
3,GradCAM,92,0.977,0.338,0.008,0.997,0.826
3,GradCAM,93,0.767,0.416,0.045,0.999,0.784
3,GradCAM,94,0.977,0.391,0.035,0.992,0.831
3,GradCAM,95,0.871,0.33,0.015,0.992,0.795
3,GradCAM,96,0.93,0.43,0.275,0.997,0.771
3,GradCAM,97,0.944,0.432,0.177,0.997,0.799
3,GradCAM,98,0.931,0.378,0.014,0.998,0.823
3,GradCAM,99,0.953,0.346,0.006,0.982,0.819
3,SHAP,0,0.195,0.454,0.154,0.235,0.433
3,SHAP,1,0.126,0.446,0.626,0.317,0.316
3,SHAP,2,0.122,0.46,0.579,0.351,0.338
3,SHAP,3,0.162,0.433,0.285,0.195,0.376
3,SHAP,4,0.137,0.442,0.398,0.137,0.329
3,SHAP,5,0.073,0.437,0.384,0.27,0.349
3,SHAP,6,0.145,0.489,0.243,0.139,0.382
3,SHAP,7,0.246,0.612,0.076,0.446,0.557
3,SHAP,8,0.102,0.48,0.227,0.267,0.406
3,SHAP,9,0.196,0.463,0.141,0.282,0.45
3,SHAP,10,0.227,0.438,0.029,0.246,0.47
3,SHAP,11,0.196,0.475,0.014,0.251,0.477
3,SHAP,12,0.232,0.534,0.478,0.201,0.372
3,SHAP,13,0.235,0.458,0.05,0.244,0.472
3,SHAP,14,0.206,0.485,0.048,0.223,0.466
3,SHAP,15,0.165,0.485,0.012,0.213,0.463
3,SHAP,16,0.236,0.441,0.067,0.36,0.493
3,SHAP,17,0.144,0.496,0.096,0.304,0.462
3,SHAP,18,0.163,0.464,0.067,0.34,0.475
3,SHAP,19,0.125,0.447,0.45,0.266,0.347
3,SHAP,20,0.109,0.47,0.297,0.357,0.41
3,SHAP,21,0.126,0.473,0.006,0.452,0.511
3,SHAP,22,0.145,0.474,0.152,0.254,0.43
3,SHAP,23,0.176,0.443,0.385,0.231,0.366
3,SHAP,24,0.135,0.455,0.013,0.177,0.439
3,SHAP,25,0.174,0.427,0.383,0.325,0.386
3,SHAP,26,0.161,0.441,0.193,0.243,0.413
3,SHAP,27,0.138,0.497,0.364,0.213,0.371
3,SHAP,28,0.229,0.524,0.018,0.232,0.492
3,SHAP,29,0.106,0.477,0.21,0.144,0.379
3,SHAP,30,0.299,0.467,0.028,0.35,0.522
3,SHAP,31,0.081,0.407,0.006,0.197,0.419
3,SHAP,32,0.237,0.469,0.209,0.272,0.442
3,SHAP,33,0.185,0.528,0.119,0.264,0.464
3,SHAP,34,0.264,0.451,0.117,0.275,0.468
3,SHAP,35,0.071,0.458,0.327,0.18,0.345
3,SHAP,36,0.14,0.487,0.48,0.209,0.339
3,SHAP,37,0.143,0.443,0.696,0.296,0.297
3,SHAP,38,0.18,0.541,0.035,0.304,0.497
3,SHAP,39,0.037,0.468,0.008,0.215,0.428
3,SHAP,40,0.2,0.454,0.265,0.261,0.412
3,SHAP,41,0.062,0.492,0.025,0.257,0.447
3,SHAP,42,0.34,0.586,0.044,0.293,0.544
3,SHAP,43,0.107,0.551,0.005,0.418,0.518
3,SHAP,44,0.05,0.432,0.27,0.158,0.343
3,SHAP,45,0.145,0.432,0.359,0.226,0.361
3,SHAP,46,0.186,0.465,0.008,0.184,0.457
3,SHAP,47,0.222,0.462,0.028,0.229,0.471
3,SHAP,48,0.174,0.452,0.647,0.263,0.311
3,SHAP,49,0.156,0.464,0.007,0.271,0.471
3,SHAP,50,0.122,0.463,0.035,0.18,0.433
3,SHAP,51,0.152,0.496,0.034,0.222,0.459
3,SHAP,52,0.28,0.484,0.156,0.221,0.457
3,SHAP,53,0.034,0.459,0.018,0.351,0.456
3,SHAP,54,0.133,0.486,0.054,0.276,0.46
3,SHAP,55,0.051,0.489,0.328,0.409,0.405
3,SHAP,56,0.327,0.542,0.004,0.276,0.535
3,SHAP,57,0.429,0.522,0.489,0.505,0.492
3,SHAP,58,0.079,0.504,0.012,0.339,0.478
3,SHAP,59,0.022,0.412,0.244,0.187,0.344
3,SHAP,60,0.179,0.589,0.01,0.293,0.513
3,SHAP,61,0.148,0.467,0.168,0.301,0.437
3,SHAP,62,0.137,0.498,0.345,0.237,0.382
3,SHAP,63,0.117,0.424,0.012,0.239,0.442
3,SHAP,64,0.248,0.456,0.041,0.399,0.515
3,SHAP,65,0.289,0.432,0.027,0.194,0.472
3,SHAP,66,0.156,0.439,0.033,0.355,0.479
3,SHAP,67,0.083,0.475,0.002,0.233,0.447
3,SHAP,68,0.353,0.502,0.095,0.455,0.554
3,SHAP,69,0.177,0.477,0.653,0.338,0.335
3,SHAP,70,0.339,0.539,0.03,0.38,0.557
3,SHAP,71,0.175,0.491,0.003,0.19,0.463
3,SHAP,72,0.192,0.459,0.335,0.267,0.396
3,SHAP,73,0.189,0.438,0.373,0.23,0.371
3,SHAP,74,0.166,0.441,0.026,0.238,0.455
3,SHAP,75,0.104,0.466,0.008,0.199,0.44
3,SHAP,76,0.234,0.428,0.075,0.24,0.457
3,SHAP,77,0.152,0.471,0.555,0.204,0.318
3,SHAP,78,0.134,0.435,0.038,0.172,0.426
3,SHAP,79,0.25,0.467,0.1,0.328,0.486
3,SHAP,80,0.096,0.448,0.009,0.294,0.457
3,SHAP,81,0.108,0.469,0.071,0.263,0.442
3,SHAP,82,0.169,0.453,0.005,0.32,0.484
3,SHAP,83,0.295,0.482,0.093,0.18,0.466
3,SHAP,84,0.08,0.449,0.249,0.345,0.406
3,SHAP,85,0.03,0.473,0.028,0.352,0.457
3,SHAP,86,0.216,0.484,0.03,0.258,0.482
3,SHAP,87,0.173,0.476,0.264,0.228,0.403
3,SHAP,88,0.071,0.436,0.363,0.149,0.323
3,SHAP,89,0.073,0.449,0.535,0.26,0.312
3,SHAP,90,0.097,0.457,0.106,0.208,0.414
3,SHAP,91,0.237,0.494,0.003,0.268,0.499
3,SHAP,92,0.182,0.478,0.018,0.258,0.475
3,SHAP,93,0.133,0.508,0.038,0.17,0.443
3,SHAP,94,0.153,0.444,0.193,0.257,0.415
3,SHAP,95,0.125,0.432,0.01,0.324,0.468
3,SHAP,96,0.171,0.473,0.151,0.26,0.438
3,SHAP,97,0.111,0.456,0.153,0.332,0.437
3,SHAP,98,0.199,0.544,0.543,0.299,0.375
3,SHAP,99,0.087,0.448,0.014,0.235,0.439
4,GradCAM,0,0.964,0.4,0.02,0.997,0.835
4,GradCAM,1,0.988,0.382,0.031,0.988,0.832
4,GradCAM,2,0.873,0.322,0.062,0.976,0.777
4,GradCAM,3,0.848,0.369,0.091,0.997,0.781
4,GradCAM,4,0.945,0.325,0.289,0.997,0.745
4,GradCAM,5,0.882,0.289,0.025,0.994,0.785
4,GradCAM,6,0.975,0.472,0.247,0.999,0.8
4,GradCAM,7,0.911,0.422,0.104,0.995,0.806
4,GradCAM,8,0.791,0.29,0.211,0.976,0.712
4,GradCAM,9,0.962,0.363,0.649,0.996,0.668
4,GradCAM,10,0.951,0.471,0.065,0.996,0.838
4,GradCAM,11,0.924,0.376,0.093,0.995,0.801
4,GradCAM,12,0.949,0.471,0.073,0.998,0.836
4,GradCAM,13,0.928,0.383,0.113,0.994,0.798
4,GradCAM,14,0.946,0.354,0.06,0.972,0.803
4,GradCAM,15,0.859,0.368,0.066,0.99,0.788
4,GradCAM,16,0.956,0.383,0.089,0.994,0.811
4,GradCAM,17,0.918,0.333,0.017,0.992,0.807
4,GradCAM,18,0.929,0.413,0.84,0.994,0.624
4,GradCAM,19,0.871,0.328,0.004,0.995,0.797
4,GradCAM,20,0.916,0.405,0.006,0.986,0.825
4,GradCAM,21,0.895,0.337,0.008,0.992,0.804
4,GradCAM,22,0.833,0.307,0.055,0.958,0.761
4,GradCAM,23,0.986,0.335,0.761,0.99,0.638
4,GradCAM,24,0.931,0.407,0.039,0.995,0.823
4,GradCAM,25,0.914,0.296,0.167,0.98,0.756
4,GradCAM,26,0.869,0.359,0.655,0.989,0.641
4,GradCAM,27,0.936,0.252,0.025,0.989,0.788
4,GradCAM,28,0.969,0.34,0.062,0.998,0.811
4,GradCAM,29,0.95,0.423,0.391,0.997,0.745
4,GradCAM,30,0.945,0.396,0.168,0.996,0.792
4,GradCAM,31,0.909,0.419,0.009,0.998,0.829
4,GradCAM,32,0.975,0.302,0.211,0.994,0.765
4,GradCAM,33,0.951,0.343,0.141,0.995,0.787
4,GradCAM,34,0.973,0.43,0.835,0.997,0.641
4,GradCAM,35,0.908,0.316,0.004,0.989,0.802
4,GradCAM,36,0.77,0.362,0.77,0.993,0.589
4,GradCAM,37,0.861,0.323,0.004,0.996,0.794
4,GradCAM,38,0.929,0.339,0.029,0.989,0.807
4,GradCAM,39,0.943,0.317,0.003,0.992,0.812
4,GradCAM,40,0.805,0.381,0.424,0.994,0.689
4,GradCAM,41,0.908,0.386,0.061,0.997,0.808
4,GradCAM,42,0.973,0.356,0.069,0.996,0.814
4,GradCAM,43,0.887,0.327,0.03,0.99,0.794
4,GradCAM,44,0.851,0.305,0.019,0.994,0.783
4,GradCAM,45,0.87,0.365,0.601,0.994,0.657
4,GradCAM,46,0.948,0.402,0.008,0.991,0.834
4,GradCAM,47,0.978,0.328,0.066,0.996,0.809
4,GradCAM,48,0.99,0.411,0.116,0.999,0.821
4,GradCAM,49,0.948,0.339,0.008,0.996,0.819
4,GradCAM,50,0.817,0.344,0.102,0.982,0.76
4,GradCAM,51,0.901,0.351,0.052,0.982,0.796
4,GradCAM,52,0.973,0.414,0.392,0.998,0.748
4,GradCAM,53,0.807,0.306,0.009,0.988,0.773
4,GradCAM,54,0.913,0.365,0.118,0.988,0.787
4,GradCAM,55,0.967,0.37,0.413,0.999,0.731
4,GradCAM,56,0.906,0.377,0.007,0.988,0.816
4,GradCAM,57,0.992,0.398,0.745,0.993,0.659
4,GradCAM,58,0.945,0.457,0.011,0.996,0.847
4,GradCAM,59,0.968,0.385,0.008,0.992,0.834
4,GradCAM,60,0.852,0.402,0.006,0.995,0.811
4,GradCAM,61,0.911,0.441,0.747,0.994,0.65
4,GradCAM,62,0.949,0.387,0.406,0.998,0.732
4,GradCAM,63,0.912,0.336,0.029,0.997,0.804
4,GradCAM,64,0.936,0.449,0.036,0.994,0.836
4,GradCAM,65,0.983,0.406,0.045,0.994,0.835
4,GradCAM,66,0.944,0.395,0.03,0.981,0.823
4,GradCAM,67,0.835,0.342,0.045,0.993,0.781
4,GradCAM,68,0.949,0.398,0.855,0.999,0.623
4,GradCAM,69,0.987,0.474,0.103,0.999,0.839
4,GradCAM,70,0.995,0.476,0.004,0.998,0.866
4,GradCAM,71,0.878,0.342,0.01,0.99,0.8
4,GradCAM,72,0.981,0.399,0.003,0.994,0.843
4,GradCAM,73,0.983,0.466,0.027,0.999,0.855
4,GradCAM,74,0.892,0.42,0.039,0.998,0.818
4,GradCAM,75,0.938,0.383,0.029,0.997,0.822
4,GradCAM,76,0.824,0.296,0.02,0.994,0.773
4,GradCAM,77,0.914,0.275,0.101,0.984,0.768
4,GradCAM,78,0.762,0.383,0.057,0.993,0.77
4,GradCAM,79,0.94,0.377,0.779,0.992,0.633
4,GradCAM,80,0.907,0.386,0.007,0.993,0.82
4,GradCAM,81,0.895,0.311,0.119,0.993,0.77
4,GradCAM,82,0.948,0.282,0.009,0.991,0.803
4,GradCAM,83,0.988,0.38,0.697,0.994,0.666
4,GradCAM,84,0.898,0.295,0.448,0.985,0.682
4,GradCAM,85,0.989,0.371,0.025,0.998,0.833
4,GradCAM,86,0.948,0.475,0.013,0.999,0.852
4,GradCAM,87,0.906,0.355,0.003,0.995,0.813
4,GradCAM,88,0.932,0.33,0.005,0.994,0.813
4,GradCAM,89,0.947,0.368,0.029,0.996,0.82
4,GradCAM,90,0.988,0.327,0.183,0.992,0.781
4,GradCAM,91,0.982,0.375,0.01,0.993,0.835
4,GradCAM,92,0.977,0.347,0.033,0.997,0.822
4,GradCAM,93,0.792,0.419,0.04,0.999,0.792
4,GradCAM,94,0.975,0.408,0.017,0.993,0.84
4,GradCAM,95,0.852,0.353,0.024,0.995,0.794
4,GradCAM,96,0.936,0.435,0.292,0.998,0.769
4,GradCAM,97,0.932,0.451,0.23,0.997,0.788
4,GradCAM,98,0.919,0.361,0.036,0.989,0.808
4,GradCAM,99,0.95,0.368,0.008,0.987,0.824
4,SHAP,0,0.148,0.486,0.096,0.239,0.444
4,SHAP,1,0.134,0.438,0.666,0.291,0.3
4,SHAP,2,0.223,0.465,0.482,0.285,0.373
4,SHAP,3,0.096,0.44,0.079,0.189,0.411
4,SHAP,4,0.096,0.41,0.258,0.141,0.347
4,SHAP,5,0.127,0.457,0.131,0.28,0.433
4,SHAP,6,0.176,0.528,0.301,0.176,0.395
4,SHAP,7,0.291,0.503,0.042,0.436,0.547
4,SHAP,8,0.091,0.497,0.142,0.234,0.42
4,SHAP,9,0.199,0.439,0.179,0.266,0.431
4,SHAP,10,0.162,0.475,0.024,0.235,0.462
4,SHAP,11,0.149,0.483,0.02,0.233,0.461
4,SHAP,12,0.141,0.453,0.547,0.175,0.305
4,SHAP,13,0.137,0.442,0.048,0.218,0.437
4,SHAP,14,0.275,0.589,0.076,0.233,0.505
4,SHAP,15,0.103,0.504,0.01,0.244,0.46
4,SHAP,16,0.259,0.508,0.034,0.316,0.512
4,SHAP,17,0.235,0.442,0.05,0.287,0.479
4,SHAP,18,0.079,0.472,0.078,0.315,0.447
4,SHAP,19,0.122,0.463,0.155,0.241,0.418
4,SHAP,20,0.165,0.471,0.082,0.391,0.486
4,SHAP,21,0.069,0.466,0.018,0.355,0.468
4,SHAP,22,0.21,0.48,0.117,0.255,0.457
4,SHAP,23,0.09,0.476,0.29,0.232,0.377
4,SHAP,24,0.183,0.467,0.015,0.179,0.454
4,SHAP,25,0.202,0.465,0.412,0.327,0.395
4,SHAP,26,0.188,0.475,0.109,0.208,0.44
4,SHAP,27,0.146,0.48,0.146,0.217,0.424
4,SHAP,28,0.291,0.493,0.048,0.273,0.502
4,SHAP,29,0.169,0.454,0.403,0.214,0.358
4,SHAP,30,0.302,0.472,0.027,0.376,0.53
4,SHAP,31,0.086,0.436,0.015,0.191,0.425
4,SHAP,32,0.158,0.449,0.165,0.264,0.426
4,SHAP,33,0.185,0.455,0.186,0.257,0.428
4,SHAP,34,0.276,0.478,0.133,0.244,0.466
4,SHAP,35,0.02,0.44,0.145,0.207,0.381
4,SHAP,36,0.151,0.458,0.451,0.171,0.332
4,SHAP,37,0.086,0.443,0.321,0.276,0.371
4,SHAP,38,0.178,0.493,0.058,0.261,0.469
4,SHAP,39,0.133,0.506,0.009,0.248,0.47
4,SHAP,40,0.102,0.484,0.319,0.261,0.382
4,SHAP,41,0.141,0.463,0.034,0.237,0.452
4,SHAP,42,0.195,0.51,0.07,0.309,0.486
4,SHAP,43,0.103,0.48,0.006,0.405,0.496
4,SHAP,44,0.046,0.436,0.11,0.226,0.399
4,SHAP,45,0.198,0.429,0.501,0.195,0.33
4,SHAP,46,0.139,0.442,0.007,0.17,0.436
4,SHAP,47,0.153,0.454,0.007,0.264,0.466
4,SHAP,48,0.124,0.47,0.76,0.321,0.288
4,SHAP,49,0.086,0.519,0.018,0.278,0.466
4,SHAP,50,0.188,0.431,0.059,0.174,0.433
4,SHAP,51,0.076,0.484,0.026,0.236,0.443
4,SHAP,52,0.204,0.422,0.318,0.288,0.399
4,SHAP,53,0.106,0.493,0.019,0.317,0.474
4,SHAP,54,0.163,0.423,0.057,0.267,0.449
4,SHAP,55,0.269,0.482,0.402,0.393,0.435
4,SHAP,56,0.256,0.489,0.008,0.259,0.499
4,SHAP,57,0.424,0.605,0.425,0.489,0.523
4,SHAP,58,0.157,0.471,0.014,0.318,0.483
4,SHAP,59,0.012,0.449,0.155,0.184,0.372
4,SHAP,60,0.258,0.513,0.019,0.27,0.506
4,SHAP,61,0.105,0.485,0.117,0.269,0.435
4,SHAP,62,0.197,0.527,0.332,0.258,0.413
4,SHAP,63,0.141,0.473,0.016,0.195,0.448
4,SHAP,64,0.232,0.434,0.04,0.339,0.491
4,SHAP,65,0.187,0.478,0.028,0.173,0.452
4,SHAP,66,0.24,0.454,0.048,0.305,0.488
4,SHAP,67,0.108,0.479,0.004,0.219,0.45
4,SHAP,68,0.346,0.54,0.172,0.41,0.531
4,SHAP,69,0.182,0.49,0.704,0.289,0.314
4,SHAP,70,0.245,0.481,0.03,0.333,0.507
4,SHAP,71,0.143,0.485,0.005,0.178,0.45
4,SHAP,72,0.118,0.543,0.136,0.229,0.439
4,SHAP,73,0.162,0.471,0.369,0.276,0.385
4,SHAP,74,0.137,0.475,0.019,0.244,0.459
4,SHAP,75,0.269,0.47,0.011,0.215,0.486
4,SHAP,76,0.054,0.477,0.084,0.241,0.422
4,SHAP,77,0.082,0.472,0.607,0.194,0.285
4,SHAP,78,0.093,0.512,0.031,0.157,0.433
4,SHAP,79,0.194,0.492,0.19,0.324,0.455
4,SHAP,80,0.183,0.518,0.018,0.341,0.506
4,SHAP,81,0.063,0.47,0.145,0.279,0.417
4,SHAP,82,0.201,0.467,0.013,0.312,0.492
4,SHAP,83,0.135,0.448,0.111,0.205,0.419
4,SHAP,84,0.162,0.472,0.257,0.268,0.411
4,SHAP,85,0.198,0.552,0.034,0.36,0.519
4,SHAP,86,0.212,0.524,0.039,0.253,0.488
4,SHAP,87,0.017,0.455,0.089,0.208,0.398
4,SHAP,88,0.163,0.467,0.099,0.142,0.418
4,SHAP,89,0.044,0.482,0.534,0.256,0.312
4,SHAP,90,0.069,0.431,0.056,0.266,0.427
4,SHAP,91,0.271,0.462,0.005,0.257,0.496
4,SHAP,92,0.124,0.495,0.024,0.263,0.465
4,SHAP,93,0.123,0.444,0.029,0.191,0.432
4,SHAP,94,0.129,0.449,0.148,0.272,0.425
4,SHAP,95,0.182,0.44,0.026,0.331,0.482
4,SHAP,96,0.19,0.477,0.238,0.317,0.436
4,SHAP,97,0.137,0.46,0.124,0.308,0.445
4,SHAP,98,0.193,0.44,0.311,0.285,0.401
4,SHAP,99,0.197,0.446,0.02,0.188,0.453
5,GradCAM,0,0.923,0.405,0.029,0.997,0.824
5,GradCAM,1,0.983,0.39,0.016,0.99,0.837
5,GradCAM,2,0.932,0.35,0.008,0.981,0.814
5,GradCAM,3,0.81,0.363,0.077,0.996,0.773
5,GradCAM,4,0.946,0.341,0.23,0.996,0.763
5,GradCAM,5,0.759,0.276,0.005,0.994,0.756
5,GradCAM,6,0.981,0.495,0.145,0.999,0.833
5,GradCAM,7,0.918,0.427,0.026,0.995,0.829
5,GradCAM,8,0.824,0.289,0.027,0.978,0.766
5,GradCAM,9,0.926,0.365,0.736,0.996,0.638
5,GradCAM,10,0.95,0.455,0.019,0.997,0.846
5,GradCAM,11,0.944,0.401,0.115,0.996,0.806
5,GradCAM,12,0.97,0.484,0.045,0.998,0.852
5,GradCAM,13,0.915,0.387,0.086,0.991,0.802
5,GradCAM,14,0.917,0.333,0.015,0.974,0.802
5,GradCAM,15,0.841,0.371,0.045,0.989,0.789
5,GradCAM,16,0.905,0.375,0.021,0.991,0.813
5,GradCAM,17,0.897,0.328,0.033,0.991,0.796
5,GradCAM,18,0.876,0.434,0.869,0.994,0.609
5,GradCAM,19,0.834,0.333,0.003,0.995,0.79
5,GradCAM,20,0.924,0.428,0.005,0.989,0.834
5,GradCAM,21,0.848,0.325,0.009,0.992,0.789
5,GradCAM,22,0.801,0.262,0.02,0.959,0.751
5,GradCAM,23,0.995,0.361,0.886,0.992,0.616
5,GradCAM,24,0.92,0.404,0.034,0.994,0.821
5,GradCAM,25,0.921,0.295,0.053,0.985,0.787
5,GradCAM,26,0.879,0.39,0.748,0.99,0.628
5,GradCAM,27,0.855,0.208,0.019,0.986,0.758
5,GradCAM,28,0.958,0.325,0.039,0.997,0.81
5,GradCAM,29,0.942,0.43,0.181,0.998,0.797
5,GradCAM,30,0.933,0.406,0.029,0.997,0.827
5,GradCAM,31,0.904,0.415,0.017,0.997,0.825
5,GradCAM,32,0.97,0.305,0.193,0.995,0.769
5,GradCAM,33,0.966,0.34,0.076,0.994,0.806
5,GradCAM,34,0.987,0.437,0.895,0.997,0.631
5,GradCAM,35,0.923,0.359,0.007,0.984,0.815
5,GradCAM,36,0.589,0.382,0.679,0.992,0.571
5,GradCAM,37,0.809,0.317,0.003,0.997,0.78
5,GradCAM,38,0.89,0.349,0.02,0.986,0.801
5,GradCAM,39,0.936,0.355,0.003,0.989,0.819
5,GradCAM,40,0.796,0.338,0.228,0.993,0.725
5,GradCAM,41,0.908,0.384,0.074,0.998,0.804
5,GradCAM,42,0.944,0.348,0.018,0.995,0.817
5,GradCAM,43,0.766,0.343,0.009,0.987,0.772
5,GradCAM,44,0.878,0.312,0.017,0.994,0.792
5,GradCAM,45,0.868,0.37,0.424,0.995,0.702
5,GradCAM,46,0.922,0.41,0.004,0.992,0.83
5,GradCAM,47,0.977,0.346,0.036,0.997,0.821
5,GradCAM,48,0.989,0.414,0.068,0.997,0.833
5,GradCAM,49,0.962,0.352,0.014,0.982,0.82
5,GradCAM,50,0.908,0.367,0.033,0.983,0.806
5,GradCAM,51,0.91,0.329,0.021,0.984,0.801
5,GradCAM,52,0.944,0.407,0.27,0.998,0.77
5,GradCAM,53,0.746,0.305,0.007,0.988,0.758
5,GradCAM,54,0.891,0.345,0.052,0.99,0.794
5,GradCAM,55,0.966,0.359,0.291,0.997,0.758
5,GradCAM,56,0.875,0.375,0.004,0.989,0.809
5,GradCAM,57,0.975,0.432,0.789,0.992,0.653
5,GradCAM,58,0.932,0.481,0.007,0.995,0.85
5,GradCAM,59,0.937,0.389,0.021,0.991,0.824
5,GradCAM,60,0.867,0.385,0.011,0.996,0.809
5,GradCAM,61,0.918,0.439,0.802,0.993,0.637
5,GradCAM,62,0.925,0.383,0.271,0.998,0.759
5,GradCAM,63,0.893,0.364,0.038,0.996,0.804
5,GradCAM,64,0.935,0.453,0.008,0.996,0.844
5,GradCAM,65,0.951,0.398,0.012,0.994,0.833
5,GradCAM,66,0.957,0.381,0.007,0.974,0.827
5,GradCAM,67,0.789,0.369,0.052,0.99,0.774
5,GradCAM,68,0.958,0.421,0.896,0.996,0.62
5,GradCAM,69,0.982,0.472,0.056,0.999,0.849
5,GradCAM,70,0.985,0.489,0.005,0.998,0.867
5,GradCAM,71,0.865,0.348,0.006,0.991,0.799
5,GradCAM,72,0.987,0.412,0.004,0.995,0.847
5,GradCAM,73,0.967,0.489,0.012,0.998,0.86
5,GradCAM,74,0.884,0.428,0.065,0.998,0.811
5,GradCAM,75,0.942,0.4,0.015,0.997,0.831
5,GradCAM,76,0.871,0.301,0.027,0.994,0.785
5,GradCAM,77,0.918,0.276,0.049,0.979,0.781
5,GradCAM,78,0.821,0.358,0.052,0.992,0.78
5,GradCAM,79,0.926,0.39,0.853,0.993,0.614
5,GradCAM,80,0.928,0.406,0.009,0.994,0.83
5,GradCAM,81,0.864,0.318,0.046,0.993,0.782
5,GradCAM,82,0.901,0.283,0.009,0.993,0.792
5,GradCAM,83,0.987,0.376,0.784,0.995,0.644
5,GradCAM,84,0.857,0.294,0.132,0.985,0.751
5,GradCAM,85,0.984,0.393,0.011,0.998,0.841
5,GradCAM,86,0.937,0.443,0.007,0.998,0.843
5,GradCAM,87,0.903,0.358,0.004,0.994,0.813
5,GradCAM,88,0.914,0.328,0.007,0.994,0.807
5,GradCAM,89,0.925,0.379,0.016,0.997,0.821
5,GradCAM,90,0.982,0.314,0.1,0.99,0.797
5,GradCAM,91,0.979,0.367,0.003,0.994,0.834
5,GradCAM,92,0.981,0.362,0.008,0.996,0.833
5,GradCAM,93,0.769,0.423,0.047,0.999,0.786
5,GradCAM,94,0.952,0.399,0.025,0.99,0.829
5,GradCAM,95,0.805,0.345,0.023,0.994,0.78
5,GradCAM,96,0.934,0.444,0.215,0.998,0.79
5,GradCAM,97,0.894,0.444,0.2,0.996,0.784
5,GradCAM,98,0.919,0.39,0.011,0.99,0.822
5,GradCAM,99,0.931,0.385,0.009,0.988,0.824
5,SHAP,0,0.071,0.423,0.085,0.251,0.415
5,SHAP,1,0.073,0.525,0.502,0.277,0.343
5,SHAP,2,0.202,0.483,0.431,0.274,0.382
5,SHAP,3,0.153,0.473,0.078,0.197,0.436
5,SHAP,4,0.018,0.403,0.168,0.139,0.348
5,SHAP,5,0.077,0.424,0.099,0.256,0.415
5,SHAP,6,0.107,0.493,0.26,0.151,0.373
5,SHAP,7,0.234,0.521,0.026,0.416,0.536
5,SHAP,8,0.06,0.472,0.125,0.224,0.408
5,SHAP,9,0.239,0.46,0.139,0.241,0.45
5,SHAP,10,0.152,0.528,0.015,0.188,0.463
5,SHAP,11,0.214,0.495,0.032,0.226,0.476
5,SHAP,12,0.04,0.505,0.482,0.152,0.304
5,SHAP,13,0.151,0.48,0.044,0.278,0.467
5,SHAP,14,0.308,0.496,0.036,0.234,0.5
5,SHAP,15,0.178,0.499,0.012,0.229,0.473
5,SHAP,16,0.198,0.534,0.029,0.277,0.495
5,SHAP,17,0.118,0.498,0.034,0.269,0.463
5,SHAP,18,0.213,0.512,0.12,0.308,0.478
5,SHAP,19,0.071,0.463,0.245,0.219,0.377
5,SHAP,20,0.106,0.49,0.053,0.398,0.485
5,SHAP,21,0.138,0.459,0.015,0.363,0.486
5,SHAP,22,0.125,0.517,0.101,0.254,0.449
5,SHAP,23,0.121,0.505,0.443,0.248,0.358
5,SHAP,24,0.082,0.445,0.022,0.174,0.42
5,SHAP,25,0.252,0.499,0.502,0.334,0.396
5,SHAP,26,0.068,0.468,0.192,0.195,0.385
5,SHAP,27,0.103,0.471,0.118,0.203,0.415
5,SHAP,28,0.23,0.467,0.011,0.295,0.495
5,SHAP,29,0.108,0.465,0.221,0.182,0.384
5,SHAP,30,0.273,0.437,0.02,0.352,0.511
5,SHAP,31,0.041,0.431,0.027,0.179,0.406
5,SHAP,32,0.201,0.482,0.151,0.257,0.447
5,SHAP,33,0.141,0.463,0.072,0.268,0.45
5,SHAP,34,0.285,0.471,0.211,0.198,0.436
5,SHAP,35,0.175,0.439,0.173,0.198,0.41
5,SHAP,36,0.087,0.45,0.441,0.179,0.319
5,SHAP,37,0.218,0.491,0.27,0.259,0.425
5,SHAP,38,0.113,0.508,0.043,0.32,0.474
5,SHAP,39,0.115,0.443,0.013,0.272,0.454
